,country,product_type,year,1K_tonne_oil_equivalent
129,European Union - 27 countries (from 2020),Peat and peat products,2010,"3,346.877"
130,European Union - 28 countries (2013-2020),Peat and peat products,2010,"3,346.877"
131,Euro area - 19 countries  (from 2015),Peat and peat products,2010,"2,987.719"
132,Belgium,Peat and peat products,2010,0.000
133,Bulgaria,Peat and peat products,2010,0.000
134,Czechia,Peat and peat products,2010,0.000
135,Denmark,Peat and peat products,2010,0.000
136,Germany (until 1990 former territory of the FRG),Peat and peat products,2010,0.000
137,Estonia,Peat and peat products,2010,54.170
138,Ireland,Peat and peat products,2010,616.129
139,Greece,Peat and peat products,2010,0.000
140,Spain,Peat and peat products,2010,0.000
141,France,Peat and peat products,2010,0.000
142,Croatia,Peat and peat products,2010,0.000
143,Italy,Peat and peat products,2010,0.000
144,Cyprus,Peat and peat products,2010,0.000
145,Latvia,Peat and peat products,2010,2.400
146,Lithuania,Peat and peat products,2010,23.963
147,Luxembourg,Peat and peat products,2010,0.000
148,Hungary,Peat and peat products,2010,0.000
149,Malta,Peat and peat products,2010,0.000
150,Netherlands,Peat and peat products,2010,0.000
151,Austria,Peat and peat products,2010,0.210
152,Poland,Peat and peat products,2010,0.000
153,Portugal,Peat and peat products,2010,0.000
154,Romania,Peat and peat products,2010,8.398
155,Slovenia,Peat and peat products,2010,0.000
156,Slovakia,Peat and peat products,2010,0.000
157,Finland,Peat and peat products,2010,"2,290.847"
158,Sweden,Peat and peat products,2010,350.760
159,Iceland,Peat and peat products,2010,0.000
160,Norway,Peat and peat products,2010,0.000
161,United Kingdom,Peat and peat products,2010,0.000
162,Montenegro,Peat and peat products,2010,0.000
163,North Macedonia,Peat and peat products,2010,0.000
164,Albania,Peat and peat products,2010,0.000
165,Serbia,Peat and peat products,2010,0.000
166,Turkey,Peat and peat products,2010,0.000
167,Bosnia and Herzegovina,Peat and peat products,2010,:
168,Kosovo (under United Nations Security Council Resolution 1244/99),Peat and peat products,2010,0.000
169,Moldova,Peat and peat products,2010,0.000
170,Ukraine,Peat and peat products,2010,119.092
171,Georgia,Peat and peat products,2010,:
172,European Union - 27 countries (from 2020),Oil shale and oil sands	,2010,"3,843.341"
173,European Union - 28 countries (2013-2020),Oil shale and oil sands	,2010,"3,843.341"
174,Euro area - 19 countries  (from 2015),Oil shale and oil sands	,2010,"3,843.341"
175,Belgium,Oil shale and oil sands	,2010,0.000
176,Bulgaria,Oil shale and oil sands	,2010,0.000
177,Czechia,Oil shale and oil sands	,2010,0.000
178,Denmark,Oil shale and oil sands	,2010,0.000
179,Germany (until 1990 former territory of the FRG),Oil shale and oil sands	,2010,0.000
180,Estonia,Oil shale and oil sands	,2010,"3,843.341"
181,Ireland,Oil shale and oil sands	,2010,0.000
182,Greece,Oil shale and oil sands	,2010,0.000
183,Spain,Oil shale and oil sands	,2010,0.000
184,France,Oil shale and oil sands	,2010,0.000
185,Croatia,Oil shale and oil sands	,2010,0.000
186,Italy,Oil shale and oil sands	,2010,0.000
187,Cyprus,Oil shale and oil sands	,2010,0.000
188,Latvia,Oil shale and oil sands	,2010,0.000
189,Lithuania,Oil shale and oil sands	,2010,0.000
190,Luxembourg,Oil shale and oil sands	,2010,0.000
191,Hungary,Oil shale and oil sands	,2010,0.000
192,Malta,Oil shale and oil sands	,2010,0.000
193,Netherlands,Oil shale and oil sands	,2010,0.000
194,Austria,Oil shale and oil sands	,2010,0.000
195,Poland,Oil shale and oil sands	,2010,0.000
196,Portugal,Oil shale and oil sands	,2010,0.000
197,Romania,Oil shale and oil sands	,2010,0.000
198,Slovenia,Oil shale and oil sands	,2010,0.000
199,Slovakia,Oil shale and oil sands	,2010,0.000
200,Finland,Oil shale and oil sands	,2010,0.000
201,Sweden,Oil shale and oil sands	,2010,0.000
202,Iceland,Oil shale and oil sands	,2010,0.000
203,Norway,Oil shale and oil sands	,2010,0.000
204,United Kingdom,Oil shale and oil sands	,2010,0.000
205,Montenegro,Oil shale and oil sands	,2010,0.000
206,North Macedonia,Oil shale and oil sands	,2010,0.000
207,Albania,Oil shale and oil sands	,2010,0.000
208,Serbia,Oil shale and oil sands	,2010,0.000
209,Turkey,Oil shale and oil sands	,2010,0.000
210,Bosnia and Herzegovina,Oil shale and oil sands	,2010,:
211,Kosovo (under United Nations Security Council Resolution 1244/99),Oil shale and oil sands	,2010,0.000
212,Moldova,Oil shale and oil sands	,2010,0.000
213,Ukraine,Oil shale and oil sands	,2010,0.000
214,Georgia,Oil shale and oil sands	,2010,:
215,European Union - 27 countries (from 2020),Natural gas,2010,"362,786.259"
216,European Union - 28 countries (2013-2020),Natural gas,2010,"447,603.692"
217,Euro area - 19 countries  (from 2015),Natural gas,2010,"310,487.422"
218,Belgium,Natural gas,2010,"16,745.996"
219,Bulgaria,Natural gas,2010,"2,300.370"
220,Czechia,Natural gas,2010,"8,069.540"
221,Denmark,Natural gas,2010,"4,422.026"
222,Germany (until 1990 former territory of the FRG),Natural gas,2010,"75,904.420"
223,Estonia,Natural gas,2010,562.511
224,Ireland,Natural gas,2010,"4,701.814"
225,Greece,Natural gas,2010,"3,234.465"
226,Spain,Natural gas,2010,"31,129.504"
227,France,Natural gas,2010,"42,617.698"
228,Croatia,Natural gas,2010,"2,632.352"
229,Italy,Natural gas,2010,"68,056.664"
230,Cyprus,Natural gas,2010,0.000
231,Latvia,Natural gas,2010,"1,461.887"
232,Lithuania,Natural gas,2010,"2,491.788"
233,Luxembourg,Natural gas,2010,"1,196.587"
234,Hungary,Natural gas,2010,"9,815.499"
235,Malta,Natural gas,2010,0.000
236,Netherlands,Natural gas,2010,"40,066.268"
237,Austria,Natural gas,2010,"8,122.937"
238,Poland,Natural gas,2010,"12,804.729"
239,Portugal,Natural gas,2010,"4,488.521"
240,Romania,Natural gas,2010,"10,788.392"
241,Slovenia,Natural gas,2010,862.833
242,Slovakia,Natural gas,2010,"5,006.427"
243,Finland,Natural gas,2010,"3,837.102"
244,Sweden,Natural gas,2010,"1,465.929"
245,Iceland,Natural gas,2010,0.000
246,Norway,Natural gas,2010,"6,314.812"
247,United Kingdom,Natural gas,2010,"84,817.433"
248,Montenegro,Natural gas,2010,0.000
249,North Macedonia,Natural gas,2010,95.550
250,Albania,Natural gas,2010,11.565
251,Serbia,Natural gas,2010,"1,853.375"
252,Turkey,Natural gas,2010,"31,394.991"
253,Bosnia and Herzegovina,Natural gas,2010,:
254,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2010,0.000
255,Moldova,Natural gas,2010,865.929
256,Ukraine,Natural gas,2010,"55,249.957"
257,Georgia,Natural gas,2010,:
258,European Union - 27 countries (from 2020),Oil and petroleum products,2010,"506,633.415"
259,European Union - 28 countries (2013-2020),Oil and petroleum products,2010,"569,999.478"
260,Euro area - 19 countries  (from 2015),Oil and petroleum products,2010,"428,823.378"
261,Belgium,Oil and petroleum products,2010,"23,133.752"
262,Bulgaria,Oil and petroleum products,2010,"3,841.124"
263,Czechia,Oil and petroleum products,2010,"8,982.950"
264,Denmark,Oil and petroleum products,2010,"7,012.190"
265,Germany (until 1990 former territory of the FRG),Oil and petroleum products,2010,"105,241.082"
266,Estonia,Oil and petroleum products,2010,561.312
267,Ireland,Oil and petroleum products,2010,"7,043.870"
268,Greece,Oil and petroleum products,2010,"13,853.724"
269,Spain,Oil and petroleum products,2010,"57,800.451"
270,France,Oil and petroleum products,2010,"77,072.375"
271,Croatia,Oil and petroleum products,2010,"3,630.195"
272,Italy,Oil and petroleum products,2010,"65,244.039"
273,Cyprus,Oil and petroleum products,2010,"2,342.938"
274,Latvia,Oil and petroleum products,2010,"1,403.332"
275,Lithuania,Oil and petroleum products,2010,"2,503.030"
276,Luxembourg,Oil and petroleum products,2010,"2,441.301"
277,Hungary,Oil and petroleum products,2010,"6,568.824"
278,Malta,Oil and petroleum products,2010,831.614
279,Netherlands,Oil and petroleum products,2010,"29,941.096"
280,Austria,Oil and petroleum products,2010,"12,350.490"
281,Poland,Oil and petroleum products,2010,"25,445.805"
282,Portugal,Oil and petroleum products,2010,"11,514.451"
283,Romania,Oil and petroleum products,2010,"8,475.528"
284,Slovenia,Oil and petroleum products,2010,"2,574.864"
285,Slovakia,Oil and petroleum products,2010,"3,463.821"
286,Finland,Oil and petroleum products,2010,"9,505.836"
287,Sweden,Oil and petroleum products,2010,"13,853.421"
288,Iceland,Oil and petroleum products,2010,537.186
289,Norway,Oil and petroleum products,2010,"13,248.978"
290,United Kingdom,Oil and petroleum products,2010,"63,366.063"
291,Montenegro,Oil and petroleum products,2010,309.541
292,North Macedonia,Oil and petroleum products,2010,937.751
293,Albania,Oil and petroleum products,2010,"1,231.505"
294,Serbia,Oil and petroleum products,2010,"3,919.615"
295,Turkey,Oil and petroleum products,2010,"30,074.754"
296,Bosnia and Herzegovina,Oil and petroleum products,2010,:
297,Kosovo (under United Nations Security Council Resolution 1244/99),Oil and petroleum products,2010,539.263
298,Moldova,Oil and petroleum products,2010,760.312
299,Ukraine,Oil and petroleum products,2010,"13,178.617"
300,Georgia,Oil and petroleum products,2010,:
301,European Union - 27 countries (from 2020),Renewables and biofuels	,2010,"173,476.478"
302,European Union - 28 countries (2013-2020),Renewables and biofuels	,2010,"180,854.648"
303,Euro area - 19 countries  (from 2015),Renewables and biofuels	,2010,"129,984.119"
304,Belgium,Renewables and biofuels	,2010,"2,969.459"
305,Bulgaria,Renewables and biofuels	,2010,"1,485.571"
306,Czechia,Renewables and biofuels	,2010,"3,177.609"
307,Denmark,Renewables and biofuels	,2010,"4,045.572"
308,Germany (until 1990 former territory of the FRG),Renewables and biofuels	,2010,"31,267.615"
309,Estonia,Renewables and biofuels	,2010,854.231
310,Ireland,Renewables and biofuels	,2010,678.381
311,Greece,Renewables and biofuels	,2010,"2,190.639"
312,Spain,Renewables and biofuels	,2010,"15,064.815"
313,France,Renewables and biofuels	,2010,"22,317.340"
314,Croatia,Renewables and biofuels	,2010,"2,079.359"
315,Italy,Renewables and biofuels	,2010,"21,864.302"
316,Cyprus,Renewables and biofuels	,2010,109.445
317,Latvia,Renewables and biofuels	,2010,"1,434.397"
318,Lithuania,Renewables and biofuels	,2010,"1,064.947"
319,Luxembourg,Renewables and biofuels	,2010,129.858
320,Hungary,Renewables and biofuels	,2010,"2,777.522"
321,Malta,Renewables and biofuels	,2010,5.058
322,Netherlands,Renewables and biofuels	,2010,"3,314.653"
323,Austria,Renewables and biofuels	,2010,"9,478.543"
324,Poland,Renewables and biofuels	,2010,"7,314.159"
325,Portugal,Renewables and biofuels	,2010,"5,459.156"
326,Romania,Renewables and biofuels	,2010,"5,860.590"
327,Slovenia,Renewables and biofuels	,2010,"1,163.245"
328,Slovakia,Renewables and biofuels	,2010,"1,324.701"
329,Finland,Renewables and biofuels	,2010,"9,293.334"
330,Sweden,Renewables and biofuels	,2010,"16,751.977"
331,Iceland,Renewables and biofuels	,2010,"4,790.472"
332,Norway,Renewables and biofuels	,2010,"12,134.027"
333,United Kingdom,Renewables and biofuels	,2010,"7,378.170"
334,Montenegro,Renewables and biofuels	,2010,397.463
335,North Macedonia,Renewables and biofuels	,2010,413.889
336,Albania,Renewables and biofuels	,2010,862.358
337,Serbia,Renewables and biofuels	,2010,"2,054.829"
338,Turkey,Renewables and biofuels	,2010,"11,626.509"
339,Bosnia and Herzegovina,Renewables and biofuels	,2010,:
340,Kosovo (under United Nations Security Council Resolution 1244/99),Renewables and biofuels	,2010,250.100
341,Moldova,Renewables and biofuels	,2010,518.568
342,Ukraine,Renewables and biofuels	,2010,"2,734.745"
343,Georgia,Renewables and biofuels	,2010,:
344,European Union - 27 countries (from 2020),Non-renewable waste,2010,"10,530.092"
345,European Union - 28 countries (2013-2020),Non-renewable waste,2010,"10,990.706"
346,Euro area - 19 countries  (from 2015),Non-renewable waste,2010,"8,877.684"
347,Belgium,Non-renewable waste,2010,702.553
348,Bulgaria,Non-renewable waste,2010,3.392
349,Czechia,Non-renewable waste,2010,200.822
350,Denmark,Non-renewable waste,2010,409.572
351,Germany (until 1990 former territory of the FRG),Non-renewable waste,2010,"3,906.157"
352,Estonia,Non-renewable waste,2010,0.000
353,Ireland,Non-renewable waste,2010,8.552
354,Greece,Non-renewable waste,2010,32.029
355,Spain,Non-renewable waste,2010,174.190
356,France,Non-renewable waste,2010,"1,251.209"
357,Croatia,Non-renewable waste,2010,7.619
358,Italy,Non-renewable waste,2010,"1,041.058"
359,Cyprus,Non-renewable waste,2010,7.141
360,Latvia,Non-renewable waste,2010,28.208
361,Lithuania,Non-renewable waste,2010,0.000
362,Luxembourg,Non-renewable waste,2010,30.787
363,Hungary,Non-renewable waste,2010,87.848
364,Malta,Non-renewable waste,2010,0.000
365,Netherlands,Non-renewable waste,2010,724.539
366,Austria,Non-renewable waste,2010,612.610
367,Poland,Non-renewable waste,2010,397.535
368,Portugal,Non-renewable waste,2010,158.689
369,Romania,Non-renewable waste,2010,30.477
370,Slovenia,Non-renewable waste,2010,18.606
371,Slovakia,Non-renewable waste,2010,35.206
372,Finland,Non-renewable waste,2010,146.150
373,Sweden,Non-renewable waste,2010,515.143
374,Iceland,Non-renewable waste,2010,0.430
375,Norway,Non-renewable waste,2010,162.370
376,United Kingdom,Non-renewable waste,2010,460.614
377,Montenegro,Non-renewable waste,2010,0.000
378,North Macedonia,Non-renewable waste,2010,0.000
379,Albania,Non-renewable waste,2010,0.000
380,Serbia,Non-renewable waste,2010,9.267
381,Turkey,Non-renewable waste,2010,3.869
382,Bosnia and Herzegovina,Non-renewable waste,2010,:
383,Kosovo (under United Nations Security Council Resolution 1244/99),Non-renewable waste,2010,0.000
384,Moldova,Non-renewable waste,2010,0.000
385,Ukraine,Non-renewable waste,2010,0.000
386,Georgia,Non-renewable waste,2010,:
387,European Union - 27 countries (from 2020),Electricity,2010,421.271
388,European Union - 28 countries (2013-2020),Electricity,2010,650.076
389,Euro area - 19 countries  (from 2015),Electricity,2010,"1,875.784"
390,Belgium,Electricity,2010,47.377
391,Bulgaria,Electricity,2010,-726.225
392,Czechia,Electricity,2010,"-1,285.297"
393,Denmark,Electricity,2010,-97.592
394,Germany (until 1990 former territory of the FRG),Electricity,2010,"-1,285.899"
395,Estonia,Electricity,2010,-279.794
396,Ireland,Electricity,2010,40.441
397,Greece,Electricity,2010,490.628
398,Spain,Electricity,2010,-716.509
399,France,Electricity,2010,"-2,640.843"
400,Croatia,Electricity,2010,341.187
401,Italy,Electricity,2010,"3,797.077"
402,Cyprus,Electricity,2010,0.000
403,Latvia,Electricity,2010,75.064
404,Lithuania,Electricity,2010,515.047
405,Luxembourg,Electricity,2010,349.393
406,Hungary,Electricity,2010,446.690
407,Malta,Electricity,2010,0.000
408,Netherlands,Electricity,2010,238.607
409,Austria,Electricity,2010,209.512
410,Poland,Electricity,2010,-116.423
411,Portugal,Electricity,2010,225.537
412,Romania,Electricity,2010,-195.529
413,Slovenia,Electricity,2010,-182.287
414,Slovakia,Electricity,2010,89.510
415,Finland,Electricity,2010,902.923
416,Sweden,Electricity,2010,178.676
417,Iceland,Electricity,2010,0.000
418,Norway,Electricity,2010,649.097
419,United Kingdom,Electricity,2010,228.805
420,Montenegro,Electricity,2010,0.172
421,North Macedonia,Electricity,2010,122.098
422,Albania,Electricity,2010,-81.599
423,Serbia,Electricity,2010,-25.537
424,Turkey,Electricity,2010,-66.552
425,Bosnia and Herzegovina,Electricity,2010,:
426,Kosovo (under United Nations Security Council Resolution 1244/99),Electricity,2010,40.069
427,Moldova,Electricity,2010,260.791
428,Ukraine,Electricity,2010,-348.667
429,Georgia,Electricity,2010,:
430,European Union - 27 countries (from 2020),Heat,2010,706.905
431,European Union - 28 countries (2013-2020),Heat,2010,706.905
432,Euro area - 19 countries  (from 2015),Heat,2010,618.532
433,Belgium,Heat,2010,240.642
434,Bulgaria,Heat,2010,56.936
435,Czechia,Heat,2010,0.000
436,Denmark,Heat,2010,4.156
437,Germany (until 1990 former territory of the FRG),Heat,2010,-6.353
438,Estonia,Heat,2010,0.000
439,Ireland,Heat,2010,0.000
440,Greece,Heat,2010,0.000
441,Spain,Heat,2010,0.000
442,France,Heat,2010,0.000
443,Croatia,Heat,2010,0.000
444,Italy,Heat,2010,0.000
445,Cyprus,Heat,2010,0.000
446,Latvia,Heat,2010,0.000
447,Lithuania,Heat,2010,252.365
448,Luxembourg,Heat,2010,0.000
449,Hungary,Heat,2010,0.000
450,Malta,Heat,2010,0.000
451,Netherlands,Heat,2010,0.000
452,Austria,Heat,2010,6.790
453,Poland,Heat,2010,27.281
454,Portugal,Heat,2010,1.328
455,Romania,Heat,2010,0.000
456,Slovenia,Heat,2010,0.000
457,Slovakia,Heat,2010,0.000
458,Finland,Heat,2010,123.760
459,Sweden,Heat,2010,0.000
460,Iceland,Heat,2010,0.000
461,Norway,Heat,2010,54.509
462,United Kingdom,Heat,2010,0.000
463,Montenegro,Heat,2010,0.000
464,North Macedonia,Heat,2010,0.000
465,Albania,Heat,2010,0.000
466,Serbia,Heat,2010,0.000
467,Turkey,Heat,2010,0.000
468,Bosnia and Herzegovina,Heat,2010,:
469,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2010,0.000
470,Moldova,Heat,2010,0.000
471,Ukraine,Heat,2010,0.000
472,Georgia,Heat,2010,:
473,European Union - 27 countries (from 2020),Nuclear heat,2010,"220,504.095"
474,European Union - 28 countries (2013-2020),Nuclear heat,2010,"234,451.095"
475,Euro area - 19 countries  (from 2015),Nuclear heat,2010,"188,110.750"
476,Belgium,Nuclear heat,2010,"12,492.230"
477,Bulgaria,Nuclear heat,2010,"3,849.120"
478,Czechia,Nuclear heat,2010,"7,160.395"
479,Denmark,Nuclear heat,2010,0.000
480,Germany (until 1990 former territory of the FRG),Nuclear heat,2010,"36,200.800"
481,Estonia,Nuclear heat,2010,0.000
482,Ireland,Nuclear heat,2010,0.000
483,Greece,Nuclear heat,2010,0.000
484,Spain,Nuclear heat,2010,"16,134.800"
485,France,Nuclear heat,2010,"111,612.000"
486,Croatia,Nuclear heat,2010,0.000
487,Italy,Nuclear heat,2010,0.000
488,Cyprus,Nuclear heat,2010,0.000
489,Latvia,Nuclear heat,2010,0.000
490,Lithuania,Nuclear heat,2010,0.000
491,Luxembourg,Nuclear heat,2010,0.000
492,Hungary,Nuclear heat,2010,"3,963.000"
493,Malta,Nuclear heat,2010,0.000
494,Netherlands,Nuclear heat,2010,917.400
495,Austria,Nuclear heat,2010,0.000
496,Poland,Nuclear heat,2010,0.000
497,Portugal,Nuclear heat,2010,0.000
498,Romania,Nuclear heat,2010,"2,922.830"
499,Slovenia,Nuclear heat,2010,"1,335.240"
500,Slovakia,Nuclear heat,2010,"3,853.280"
501,Finland,Nuclear heat,2010,"5,565.000"
502,Sweden,Nuclear heat,2010,"14,498.000"
503,Iceland,Nuclear heat,2010,0.000
504,Norway,Nuclear heat,2010,0.000
505,United Kingdom,Nuclear heat,2010,"13,947.000"
506,Montenegro,Nuclear heat,2010,0.000
507,North Macedonia,Nuclear heat,2010,0.000
508,Albania,Nuclear heat,2010,0.000
509,Serbia,Nuclear heat,2010,0.000
510,Turkey,Nuclear heat,2010,0.000
511,Bosnia and Herzegovina,Nuclear heat,2010,:
512,Kosovo (under United Nations Security Council Resolution 1244/99),Nuclear heat,2010,0.000
513,Moldova,Nuclear heat,2010,0.000
514,Ukraine,Nuclear heat,2010,"23,456.592"
515,Georgia,Nuclear heat,2010,:
516,European Union - 27 countries (from 2020),Total,2011,"1,480,674.624"
517,European Union - 28 countries (2013-2020),Total,2011,"1,667,060.789"
518,Euro area - 19 countries  (from 2015),Total,2011,"1,178,360.615"
519,Belgium,Total,2011,"55,949.075"
520,Bulgaria,Total,2011,"19,030.567"
521,Czechia,Total,2011,"43,307.467"
522,Denmark,Total,2011,"18,126.364"
523,Germany (until 1990 former territory of the FRG),Total,2011,"313,107.906"
524,Estonia,Total,2011,"5,625.099"
525,Ireland,Total,2011,"13,158.911"
526,Greece,Total,2011,"26,797.816"
527,Spain,Total,2011,"125,627.196"
528,France,Total,2011,"259,051.348"
529,Croatia,Total,2011,"9,156.150"
530,Italy,Total,2011,"167,942.217"
531,Cyprus,Total,2011,"2,403.869"
532,Latvia,Total,2011,"4,259.457"
533,Lithuania,Total,2011,"7,290.526"
534,Luxembourg,Total,2011,"4,166.271"
535,Hungary,Total,2011,"25,829.901"
536,Malta,Total,2011,831.754
537,Netherlands,Total,2011,"77,009.541"
538,Austria,Total,2011,"33,118.140"
539,Poland,Total,2011,"101,166.917"
540,Portugal,Total,2011,"22,854.705"
541,Romania,Total,2011,"35,606.084"
542,Slovenia,Total,2011,"7,218.942"
543,Slovakia,Total,2011,"17,151.925"
544,Finland,Total,2011,"34,795.917"
545,Sweden,Total,2011,"50,090.559"
546,Iceland,Total,2011,"5,796.473"
547,Norway,Total,2011,"28,818.654"
548,United Kingdom,Total,2011,"186,386.165"
549,Montenegro,Total,2011,"1,123.244"
550,North Macedonia,Total,2011,"3,118.220"
551,Albania,Total,2011,"2,224.767"
552,Serbia,Total,2011,"16,276.137"
553,Turkey,Total,2011,"111,648.825"
554,Bosnia and Herzegovina,Total,2011,:
555,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2011,"2,528.132"
556,Moldova,Total,2011,"2,565.780"
557,Ukraine,Total,2011,"126,619.980"
558,Georgia,Total,2011,:
