,country,fuel_type,year,1K_tonne_oil_equivalent
96,Denmark,Natural gas,2008,0.000
97,Germany (until 1990 former territory of the FRG),Natural gas,2008,"2,176.701"
98,Estonia,Natural gas,2008,116.058
99,Ireland,Natural gas,2008,0.000
100,Greece,Natural gas,2008,189.661
101,Spain,Natural gas,2008,392.092
102,France,Natural gas,2008,"1,172.092"
103,Croatia,Natural gas,2008,406.642
104,Italy,Natural gas,2008,695.314
105,Cyprus,Natural gas,2008,0.000
106,Latvia,Natural gas,2008,0.000
107,Lithuania,Natural gas,2008,874.226
108,Luxembourg,Natural gas,2008,0.000
109,Hungary,Natural gas,2008,351.548
110,Malta,Natural gas,2008,0.000
111,Netherlands,Natural gas,2008,"1,988.342"
112,Austria,Natural gas,2008,323.486
113,Poland,Natural gas,2008,"1,980.288"
114,Portugal,Natural gas,2008,0.000
115,Romania,Natural gas,2008,944.454
116,Slovenia,Natural gas,2008,96.152
117,Slovakia,Natural gas,2008,291.509
118,Finland,Natural gas,2008,20.185
119,Sweden,Natural gas,2008,0.000
120,Iceland,Natural gas,2008,0.000
121,Liechtenstein,Natural gas,2008,:
122,Norway,Natural gas,2008,555.228
123,Switzerland,Natural gas,2008,:
124,United Kingdom,Natural gas,2008,635.017
125,Montenegro,Natural gas,2008,0.000
126,North Macedonia,Natural gas,2008,0.000
127,Albania,Natural gas,2008,0.000
128,Serbia,Natural gas,2008,132.008
129,Turkey,Natural gas,2008,262.339
130,Bosnia and Herzegovina,Natural gas,2008,:
131,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2008,0.000
132,Moldova,Natural gas,2008,:
133,Ukraine,Natural gas,2008,"4,956.148"
134,Georgia,Natural gas,2008,:
135,European Union - 27 countries (from 2020),Oil and petroleum products,2008,"86,826.410"
136,European Union - 28 countries (2013-2020),Oil and petroleum products,2008,"94,550.164"
137,Euro area - 19 countries  (from 2015),Oil and petroleum products,2008,"74,600.387"
138,Belgium,Oil and petroleum products,2008,"6,944.588"
139,Bulgaria,Oil and petroleum products,2008,662.029
140,Czechia,Oil and petroleum products,2008,"2,611.614"
141,Denmark,Oil and petroleum products,2008,262.981
142,Germany (until 1990 former territory of the FRG),Oil and petroleum products,2008,"20,118.281"
143,Estonia,Oil and petroleum products,2008,90.714
144,Ireland,Oil and petroleum products,2008,291.861
145,Greece,Oil and petroleum products,2008,755.878
146,Spain,Oil and petroleum products,2008,"7,293.004"
147,France,Oil and petroleum products,2008,"14,701.223"
148,Croatia,Oil and petroleum products,2008,305.725
149,Italy,Oil and petroleum products,2008,"8,051.032"
150,Cyprus,Oil and petroleum products,2008,69.132
151,Latvia,Oil and petroleum products,2008,117.977
152,Lithuania,Oil and petroleum products,2008,252.293
153,Luxembourg,Oil and petroleum products,2008,25.156
154,Hungary,Oil and petroleum products,2008,"1,663.286"
155,Malta,Oil and petroleum products,2008,18.057
156,Netherlands,Oil and petroleum products,2008,"10,077.698"
157,Austria,Oil and petroleum products,2008,"1,441.675"
158,Poland,Oil and petroleum products,2008,"3,023.426"
159,Portugal,Oil and petroleum products,2008,"1,990.520"
160,Romania,Oil and petroleum products,2008,"1,355.569"
161,Slovenia,Oil and petroleum products,2008,186.078
162,Slovakia,Oil and petroleum products,2008,934.297
163,Finland,Oil and petroleum products,2008,"1,240.923"
164,Sweden,Oil and petroleum products,2008,"2,341.393"
165,Iceland,Oil and petroleum products,2008,347.475
166,Liechtenstein,Oil and petroleum products,2008,:
167,Norway,Oil and petroleum products,2008,"1,929.951"
168,Switzerland,Oil and petroleum products,2008,:
169,United Kingdom,Oil and petroleum products,2008,"7,723.754"
170,Montenegro,Oil and petroleum products,2008,36.414
171,North Macedonia,Oil and petroleum products,2008,31.686
172,Albania,Oil and petroleum products,2008,90.117
173,Serbia,Oil and petroleum products,2008,793.321
174,Turkey,Oil and petroleum products,2008,"5,025.979"
175,Bosnia and Herzegovina,Oil and petroleum products,2008,:
176,Kosovo (under United Nations Security Council Resolution 1244/99),Oil and petroleum products,2008,6.979
177,Moldova,Oil and petroleum products,2008,:
178,Ukraine,Oil and petroleum products,2008,"1,174.950"
179,Georgia,Oil and petroleum products,2008,:
180,European Union - 27 countries (from 2020),Peat and peat products	,2008,0.000
181,European Union - 28 countries (2013-2020),Peat and peat products	,2008,0.000
182,Euro area - 19 countries  (from 2015),Peat and peat products	,2008,0.000
183,Belgium,Peat and peat products	,2008,0.000
184,Bulgaria,Peat and peat products	,2008,0.000
185,Czechia,Peat and peat products	,2008,0.000
186,Denmark,Peat and peat products	,2008,0.000
187,Germany (until 1990 former territory of the FRG),Peat and peat products	,2008,0.000
188,Estonia,Peat and peat products	,2008,0.000
189,Ireland,Peat and peat products	,2008,0.000
190,Greece,Peat and peat products	,2008,0.000
191,Spain,Peat and peat products	,2008,0.000
192,France,Peat and peat products	,2008,0.000
193,Croatia,Peat and peat products	,2008,0.000
194,Italy,Peat and peat products	,2008,0.000
195,Cyprus,Peat and peat products	,2008,0.000
196,Latvia,Peat and peat products	,2008,0.000
197,Lithuania,Peat and peat products	,2008,0.000
198,Luxembourg,Peat and peat products	,2008,0.000
199,Hungary,Peat and peat products	,2008,0.000
200,Malta,Peat and peat products	,2008,0.000
201,Netherlands,Peat and peat products	,2008,0.000
202,Austria,Peat and peat products	,2008,0.000
203,Poland,Peat and peat products	,2008,0.000
204,Portugal,Peat and peat products	,2008,0.000
205,Romania,Peat and peat products	,2008,0.000
206,Slovenia,Peat and peat products	,2008,0.000
207,Slovakia,Peat and peat products	,2008,0.000
208,Finland,Peat and peat products	,2008,0.000
209,Sweden,Peat and peat products	,2008,0.000
210,Iceland,Peat and peat products	,2008,0.000
211,Liechtenstein,Peat and peat products	,2008,:
212,Norway,Peat and peat products	,2008,0.000
213,Switzerland,Peat and peat products	,2008,:
214,United Kingdom,Peat and peat products	,2008,0.000
215,Montenegro,Peat and peat products	,2008,0.000
216,North Macedonia,Peat and peat products	,2008,0.000
217,Albania,Peat and peat products	,2008,0.000
218,Serbia,Peat and peat products	,2008,0.000
219,Turkey,Peat and peat products	,2008,0.000
220,Bosnia and Herzegovina,Peat and peat products	,2008,:
221,Kosovo (under United Nations Security Council Resolution 1244/99),Peat and peat products	,2008,0.000
222,Moldova,Peat and peat products	,2008,:
223,Ukraine,Peat and peat products	,2008,2.215
224,Georgia,Peat and peat products	,2008,:
225,European Union - 27 countries (from 2020),Renewables and biofuels,2008,0.000
226,European Union - 28 countries (2013-2020),Renewables and biofuels,2008,0.000
227,Euro area - 19 countries  (from 2015),Renewables and biofuels,2008,0.000
228,Belgium,Renewables and biofuels,2008,0.000
229,Bulgaria,Renewables and biofuels,2008,0.000
230,Czechia,Renewables and biofuels,2008,0.000
231,Denmark,Renewables and biofuels,2008,0.000
232,Germany (until 1990 former territory of the FRG),Renewables and biofuels,2008,0.000
233,Estonia,Renewables and biofuels,2008,0.000
234,Ireland,Renewables and biofuels,2008,0.000
235,Greece,Renewables and biofuels,2008,0.000
236,Spain,Renewables and biofuels,2008,0.000
237,France,Renewables and biofuels,2008,0.000
238,Croatia,Renewables and biofuels,2008,0.000
239,Italy,Renewables and biofuels,2008,0.000
240,Cyprus,Renewables and biofuels,2008,0.000
241,Latvia,Renewables and biofuels,2008,0.000
242,Lithuania,Renewables and biofuels,2008,0.000
243,Luxembourg,Renewables and biofuels,2008,0.000
244,Hungary,Renewables and biofuels,2008,0.000
245,Malta,Renewables and biofuels,2008,0.000
246,Netherlands,Renewables and biofuels,2008,0.000
247,Austria,Renewables and biofuels,2008,0.000
248,Poland,Renewables and biofuels,2008,0.000
249,Portugal,Renewables and biofuels,2008,0.000
250,Romania,Renewables and biofuels,2008,0.000
251,Slovenia,Renewables and biofuels,2008,0.000
252,Slovakia,Renewables and biofuels,2008,0.000
253,Finland,Renewables and biofuels,2008,0.000
254,Sweden,Renewables and biofuels,2008,0.000
255,Iceland,Renewables and biofuels,2008,0.000
256,Liechtenstein,Renewables and biofuels,2008,:
257,Norway,Renewables and biofuels,2008,0.000
258,Switzerland,Renewables and biofuels,2008,:
259,United Kingdom,Renewables and biofuels,2008,0.000
260,Montenegro,Renewables and biofuels,2008,0.000
261,North Macedonia,Renewables and biofuels,2008,0.000
262,Albania,Renewables and biofuels,2008,0.000
263,Serbia,Renewables and biofuels,2008,0.000
264,Turkey,Renewables and biofuels,2008,0.000
265,Bosnia and Herzegovina,Renewables and biofuels,2008,:
266,Kosovo (under United Nations Security Council Resolution 1244/99),Renewables and biofuels,2008,0.000
267,Moldova,Renewables and biofuels,2008,:
268,Ukraine,Renewables and biofuels,2008,0.000
269,Georgia,Renewables and biofuels,2008,:
270,European Union - 27 countries (from 2020),Oil shale and oil sands	,2008,1.656
271,European Union - 28 countries (2013-2020),Oil shale and oil sands	,2008,1.656
272,Euro area - 19 countries  (from 2015),Oil shale and oil sands	,2008,1.656
273,Belgium,Oil shale and oil sands	,2008,0.000
274,Bulgaria,Oil shale and oil sands	,2008,0.000
275,Czechia,Oil shale and oil sands	,2008,0.000
276,Denmark,Oil shale and oil sands	,2008,0.000
277,Germany (until 1990 former territory of the FRG),Oil shale and oil sands	,2008,0.000
278,Estonia,Oil shale and oil sands	,2008,1.656
279,Ireland,Oil shale and oil sands	,2008,0.000
280,Greece,Oil shale and oil sands	,2008,0.000
281,Spain,Oil shale and oil sands	,2008,0.000
282,France,Oil shale and oil sands	,2008,0.000
283,Croatia,Oil shale and oil sands	,2008,0.000
284,Italy,Oil shale and oil sands	,2008,0.000
285,Cyprus,Oil shale and oil sands	,2008,0.000
286,Latvia,Oil shale and oil sands	,2008,0.000
287,Lithuania,Oil shale and oil sands	,2008,0.000
288,Luxembourg,Oil shale and oil sands	,2008,0.000
289,Hungary,Oil shale and oil sands	,2008,0.000
290,Malta,Oil shale and oil sands	,2008,0.000
291,Netherlands,Oil shale and oil sands	,2008,0.000
292,Austria,Oil shale and oil sands	,2008,0.000
293,Poland,Oil shale and oil sands	,2008,0.000
294,Portugal,Oil shale and oil sands	,2008,0.000
295,Romania,Oil shale and oil sands	,2008,0.000
296,Slovenia,Oil shale and oil sands	,2008,0.000
297,Slovakia,Oil shale and oil sands	,2008,0.000
298,Finland,Oil shale and oil sands	,2008,0.000
299,Sweden,Oil shale and oil sands	,2008,0.000
300,Iceland,Oil shale and oil sands	,2008,0.000
301,Liechtenstein,Oil shale and oil sands	,2008,:
302,Norway,Oil shale and oil sands	,2008,0.000
303,Switzerland,Oil shale and oil sands	,2008,:
304,United Kingdom,Oil shale and oil sands	,2008,0.000
305,Montenegro,Oil shale and oil sands	,2008,0.000
306,North Macedonia,Oil shale and oil sands	,2008,0.000
307,Albania,Oil shale and oil sands	,2008,0.000
308,Serbia,Oil shale and oil sands	,2008,0.000
309,Turkey,Oil shale and oil sands	,2008,0.000
310,Bosnia and Herzegovina,Oil shale and oil sands	,2008,:
311,Kosovo (under United Nations Security Council Resolution 1244/99),Oil shale and oil sands	,2008,0.000
312,Moldova,Oil shale and oil sands	,2008,:
313,Ukraine,Oil shale and oil sands	,2008,0.000
314,Georgia,Oil shale and oil sands	,2008,:
315,European Union - 27 countries (from 2020),Total,2008,"101,796.087"
316,European Union - 28 countries (2013-2020),Total,2008,"110,295.530"
317,Euro area - 19 countries  (from 2015),Total,2008,"84,935.788"
318,Belgium,Total,2008,"8,086.593"
319,Bulgaria,Total,2008,991.390
320,Czechia,Total,2008,"3,044.618"
321,Denmark,Total,2008,262.981
322,Germany (until 1990 former territory of the FRG),Total,2008,"22,621.413"
323,Estonia,Total,2008,208.427
324,Ireland,Total,2008,291.861
325,Greece,Total,2008,945.879
326,Spain,Total,2008,"7,745.285"
327,France,Total,2008,"15,944.204"
328,Croatia,Total,2008,712.367
329,Italy,Total,2008,"8,909.154"
330,Cyprus,Total,2008,69.132
331,Latvia,Total,2008,117.977
332,Lithuania,Total,2008,"1,126.519"
333,Luxembourg,Total,2008,25.156
334,Hungary,Total,2008,"2,014.834"
335,Malta,Total,2008,18.057
336,Netherlands,Total,2008,"12,229.273"
337,Austria,Total,2008,"1,781.183"
338,Poland,Total,2008,"5,174.586"
339,Portugal,Total,2008,"1,990.520"
340,Romania,Total,2008,"2,300.022"
341,Slovenia,Total,2008,287.081
342,Slovakia,Total,2008,"1,276.966"
343,Finland,Total,2008,"1,261.108"
344,Sweden,Total,2008,"2,359.501"
345,Iceland,Total,2008,347.475
346,Liechtenstein,Total,2008,:
347,Norway,Total,2008,"2,543.570"
348,Switzerland,Total,2008,:
349,United Kingdom,Total,2008,"8,499.443"
350,Montenegro,Total,2008,36.414
351,North Macedonia,Total,2008,31.686
352,Albania,Total,2008,90.117
353,Serbia,Total,2008,943.294
354,Turkey,Total,2008,"5,288.318"
355,Bosnia and Herzegovina,Total,2008,:
356,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2008,6.979
357,Moldova,Total,2008,:
358,Ukraine,Total,2008,"7,299.860"
359,Georgia,Total,2008,:
360,European Union - 27 countries (from 2020),Solid fossil fuels,2009,"1,193.896"
361,European Union - 28 countries (2013-2020),Solid fossil fuels,2009,"1,319.600"
362,Euro area - 19 countries  (from 2015),Solid fossil fuels,2009,851.476
363,Belgium,Solid fossil fuels,2009,167.010
364,Bulgaria,Solid fossil fuels,2009,51.363
365,Czechia,Solid fossil fuels,2009,238.758
366,Denmark,Solid fossil fuels,2009,0.000
367,Germany (until 1990 former territory of the FRG),Solid fossil fuels,2009,340.736
368,Estonia,Solid fossil fuels,2009,0.000
369,Ireland,Solid fossil fuels,2009,0.000
370,Greece,Solid fossil fuels,2009,0.000
371,Spain,Solid fossil fuels,2009,0.000
372,France,Solid fossil fuels,2009,46.145
373,Croatia,Solid fossil fuels,2009,0.000
374,Italy,Solid fossil fuels,2009,101.385
375,Cyprus,Solid fossil fuels,2009,0.000
376,Latvia,Solid fossil fuels,2009,0.000
377,Lithuania,Solid fossil fuels,2009,0.000
378,Luxembourg,Solid fossil fuels,2009,0.000
379,Hungary,Solid fossil fuels,2009,0.000
380,Malta,Solid fossil fuels,2009,0.000
381,Netherlands,Solid fossil fuels,2009,135.996
382,Austria,Solid fossil fuels,2009,14.397
383,Poland,Solid fossil fuels,2009,40.897
384,Portugal,Solid fossil fuels,2009,0.000
385,Romania,Solid fossil fuels,2009,0.000
386,Slovenia,Solid fossil fuels,2009,2.827
387,Slovakia,Solid fossil fuels,2009,42.980
388,Finland,Solid fossil fuels,2009,0.000
389,Sweden,Solid fossil fuels,2009,11.402
390,Iceland,Solid fossil fuels,2009,0.000
391,Liechtenstein,Solid fossil fuels,2009,:
392,Norway,Solid fossil fuels,2009,40.269
393,Switzerland,Solid fossil fuels,2009,:
394,United Kingdom,Solid fossil fuels,2009,125.704
395,Montenegro,Solid fossil fuels,2009,0.000
396,North Macedonia,Solid fossil fuels,2009,0.000
397,Albania,Solid fossil fuels,2009,0.000
398,Serbia,Solid fossil fuels,2009,22.501
399,Turkey,Solid fossil fuels,2009,0.000
400,Bosnia and Herzegovina,Solid fossil fuels,2009,:
401,Kosovo (under United Nations Security Council Resolution 1244/99),Solid fossil fuels,2009,0.000
402,Moldova,Solid fossil fuels,2009,:
403,Ukraine,Solid fossil fuels,2009,393.477
404,Georgia,Solid fossil fuels,2009,:
405,European Union - 27 countries (from 2020),Manufactured gases,2009,0.000
406,European Union - 28 countries (2013-2020),Manufactured gases,2009,0.000
407,Euro area - 19 countries  (from 2015),Manufactured gases,2009,0.000
408,Belgium,Manufactured gases,2009,0.000
409,Bulgaria,Manufactured gases,2009,0.000
410,Czechia,Manufactured gases,2009,0.000
411,Denmark,Manufactured gases,2009,0.000
412,Germany (until 1990 former territory of the FRG),Manufactured gases,2009,0.000
413,Estonia,Manufactured gases,2009,0.000
414,Ireland,Manufactured gases,2009,0.000
415,Greece,Manufactured gases,2009,0.000
416,Spain,Manufactured gases,2009,0.000
417,France,Manufactured gases,2009,0.000
418,Croatia,Manufactured gases,2009,0.000
419,Italy,Manufactured gases,2009,0.000
420,Cyprus,Manufactured gases,2009,0.000
421,Latvia,Manufactured gases,2009,0.000
422,Lithuania,Manufactured gases,2009,0.000
423,Luxembourg,Manufactured gases,2009,0.000
424,Hungary,Manufactured gases,2009,0.000
425,Malta,Manufactured gases,2009,0.000
426,Netherlands,Manufactured gases,2009,0.000
427,Austria,Manufactured gases,2009,0.000
428,Poland,Manufactured gases,2009,0.000
429,Portugal,Manufactured gases,2009,0.000
430,Romania,Manufactured gases,2009,0.000
431,Slovenia,Manufactured gases,2009,0.000
432,Slovakia,Manufactured gases,2009,0.000
433,Finland,Manufactured gases,2009,0.000
434,Sweden,Manufactured gases,2009,0.000
435,Iceland,Manufactured gases,2009,0.000
436,Liechtenstein,Manufactured gases,2009,:
437,Norway,Manufactured gases,2009,0.000
438,Switzerland,Manufactured gases,2009,:
439,United Kingdom,Manufactured gases,2009,0.000
440,Montenegro,Manufactured gases,2009,0.000
441,North Macedonia,Manufactured gases,2009,0.000
442,Albania,Manufactured gases,2009,0.000
443,Serbia,Manufactured gases,2009,0.000
444,Turkey,Manufactured gases,2009,0.000
445,Bosnia and Herzegovina,Manufactured gases,2009,:
446,Kosovo (under United Nations Security Council Resolution 1244/99),Manufactured gases,2009,0.000
447,Moldova,Manufactured gases,2009,:
448,Ukraine,Manufactured gases,2009,5.517
449,Georgia,Manufactured gases,2009,:
450,European Union - 27 countries (from 2020),Natural gas,2009,"12,015.921"
451,European Union - 28 countries (2013-2020),Natural gas,2009,"12,548.896"
452,Euro area - 19 countries  (from 2015),Natural gas,2009,"8,691.007"
453,Belgium,Natural gas,2009,802.395
454,Bulgaria,Natural gas,2009,156.233
455,Czechia,Natural gas,2009,58.964
456,Denmark,Natural gas,2009,0.000
457,Germany (until 1990 former territory of the FRG),Natural gas,2009,"1,937.512"
458,Estonia,Natural gas,2009,12.876
459,Ireland,Natural gas,2009,0.000
460,Greece,Natural gas,2009,247.462
461,Spain,Natural gas,2009,378.781
462,France,Natural gas,2009,"1,052.869"
463,Croatia,Natural gas,2009,340.757
464,Italy,Natural gas,2009,566.702
465,Cyprus,Natural gas,2009,0.000
466,Latvia,Natural gas,2009,0.000
467,Lithuania,Natural gas,2009,523.689
468,Luxembourg,Natural gas,2009,0.000
469,Hungary,Natural gas,2009,323.259
470,Malta,Natural gas,2009,0.000
471,Netherlands,Natural gas,2009,"2,456.183"
472,Austria,Natural gas,2009,340.118
473,Poland,Natural gas,2009,"1,574.140"
474,Portugal,Natural gas,2009,0.000
475,Romania,Natural gas,2009,766.660
476,Slovenia,Natural gas,2009,90.434
477,Slovakia,Natural gas,2009,263.650
478,Finland,Natural gas,2009,18.336
479,Sweden,Natural gas,2009,104.901
480,Iceland,Natural gas,2009,0.000
481,Liechtenstein,Natural gas,2009,:
482,Norway,Natural gas,2009,399.616
483,Switzerland,Natural gas,2009,:
484,United Kingdom,Natural gas,2009,532.975
485,Montenegro,Natural gas,2009,0.000
486,North Macedonia,Natural gas,2009,0.000
487,Albania,Natural gas,2009,0.000
488,Serbia,Natural gas,2009,78.740
489,Turkey,Natural gas,2009,176.913
490,Bosnia and Herzegovina,Natural gas,2009,:
491,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2009,0.000
492,Moldova,Natural gas,2009,:
493,Ukraine,Natural gas,2009,"3,021.109"
494,Georgia,Natural gas,2009,:
495,European Union - 27 countries (from 2020),Oil and petroleum products,2009,"79,798.895"
496,European Union - 28 countries (2013-2020),Oil and petroleum products,2009,"87,187.957"
497,Euro area - 19 countries  (from 2015),Oil and petroleum products,2009,"68,929.664"
498,Belgium,Oil and petroleum products,2009,"5,459.635"
499,Bulgaria,Oil and petroleum products,2009,372.132
500,Czechia,Oil and petroleum products,2009,"2,328.609"
501,Denmark,Oil and petroleum products,2009,250.511
502,Germany (until 1990 former territory of the FRG),Oil and petroleum products,2009,"18,885.978"
503,Estonia,Oil and petroleum products,2009,83.190
504,Ireland,Oil and petroleum products,2009,276.078
505,Greece,Oil and petroleum products,2009,658.833
506,Spain,Oil and petroleum products,2009,"6,850.898"
507,France,Oil and petroleum products,2009,"13,099.957"
508,Croatia,Oil and petroleum products,2009,262.770
509,Italy,Oil and petroleum products,2009,"7,820.249"
510,Cyprus,Oil and petroleum products,2009,76.813
511,Latvia,Oil and petroleum products,2009,75.985
512,Lithuania,Oil and petroleum products,2009,148.920
513,Luxembourg,Oil and petroleum products,2009,27.712
514,Hungary,Oil and petroleum products,2009,"1,569.181"
515,Malta,Oil and petroleum products,2009,10.605
516,Netherlands,Oil and petroleum products,2009,"10,275.007"
517,Austria,Oil and petroleum products,2009,"1,486.791"
518,Poland,Oil and petroleum products,2009,"3,065.148"
519,Portugal,Oil and petroleum products,2009,"1,550.854"
520,Romania,Oil and petroleum products,2009,"1,378.353"
521,Slovenia,Oil and petroleum products,2009,139.186
522,Slovakia,Oil and petroleum products,2009,862.916
523,Finland,Oil and petroleum products,2009,"1,140.057"
524,Sweden,Oil and petroleum products,2009,"1,642.527"
525,Iceland,Oil and petroleum products,2009,349.701
526,Liechtenstein,Oil and petroleum products,2009,:
527,Norway,Oil and petroleum products,2009,"1,783.250"
528,Switzerland,Oil and petroleum products,2009,:
529,United Kingdom,Oil and petroleum products,2009,"7,389.062"
530,Montenegro,Oil and petroleum products,2009,35.514
531,North Macedonia,Oil and petroleum products,2009,33.606
532,Albania,Oil and petroleum products,2009,158.304
533,Serbia,Oil and petroleum products,2009,509.201
534,Turkey,Oil and petroleum products,2009,"6,566.390"
535,Bosnia and Herzegovina,Oil and petroleum products,2009,:
536,Kosovo (under United Nations Security Council Resolution 1244/99),Oil and petroleum products,2009,9.859
537,Moldova,Oil and petroleum products,2009,:
538,Ukraine,Oil and petroleum products,2009,868.122
539,Georgia,Oil and petroleum products,2009,:
540,European Union - 27 countries (from 2020),Peat and peat products	,2009,0.000
541,European Union - 28 countries (2013-2020),Peat and peat products	,2009,0.000
542,Euro area - 19 countries  (from 2015),Peat and peat products	,2009,0.000
543,Belgium,Peat and peat products	,2009,0.000
544,Bulgaria,Peat and peat products	,2009,0.000
545,Czechia,Peat and peat products	,2009,0.000
546,Denmark,Peat and peat products	,2009,0.000
547,Germany (until 1990 former territory of the FRG),Peat and peat products	,2009,0.000
548,Estonia,Peat and peat products	,2009,0.000
549,Ireland,Peat and peat products	,2009,0.000
550,Greece,Peat and peat products	,2009,0.000
551,Spain,Peat and peat products	,2009,0.000
552,France,Peat and peat products	,2009,0.000
553,Croatia,Peat and peat products	,2009,0.000
554,Italy,Peat and peat products	,2009,0.000
555,Cyprus,Peat and peat products	,2009,0.000
556,Latvia,Peat and peat products	,2009,0.000
557,Lithuania,Peat and peat products	,2009,0.000
558,Luxembourg,Peat and peat products	,2009,0.000
559,Hungary,Peat and peat products	,2009,0.000
560,Malta,Peat and peat products	,2009,0.000
561,Netherlands,Peat and peat products	,2009,0.000
562,Austria,Peat and peat products	,2009,0.000
563,Poland,Peat and peat products	,2009,0.000
