,country,fuel_type,year,1K_tonne_oil_equivalent
85,Bosnia and Herzegovina,Manufactured gases,2008,:
86,Kosovo (under United Nations Security Council Resolution 1244/99),Manufactured gases,2008,0.000
87,Moldova,Manufactured gases,2008,:
88,Ukraine,Manufactured gases,2008,0.000
89,Georgia,Manufactured gases,2008,:
90,European Union - 27 countries (from 2020),Electricity,2008,"61,653.545"
91,European Union - 28 countries (2013-2020),Electricity,2008,"70,240.045"
92,Euro area - 19 countries  (from 2015),Electricity,2008,"50,953.131"
93,Belgium,Electricity,2008,"1,791.058"
94,Bulgaria,Electricity,2008,643.078
95,Czechia,Electricity,2008,"1,232.674"
96,Denmark,Electricity,2008,943.766
97,Germany (until 1990 former territory of the FRG),Electricity,2008,"12,226.397"
98,Estonia,Electricity,2008,219.518
99,Ireland,Electricity,2008,903.518
100,Greece,Electricity,2008,"1,693.121"
101,Spain,Electricity,2008,"6,858.899"
102,France,Electricity,2008,"11,391.402"
103,Croatia,Electricity,2008,447.965
104,Italy,Electricity,2008,"7,117.197"
105,Cyprus,Electricity,2008,177.761
106,Latvia,Electricity,2008,225.967
107,Lithuania,Electricity,2008,278.590
108,Luxembourg,Electricity,2008,178.572
109,Hungary,Electricity,2008,930.954
110,Malta,Electricity,2008,55.890
111,Netherlands,Electricity,2008,"3,085.899"
112,Austria,Electricity,2008,"1,118.129"
113,Poland,Electricity,2008,"3,533.104"
114,Portugal,Electricity,2008,"1,356.406"
115,Romania,Electricity,2008,553.052
116,Slovenia,Electricity,2008,268.014
117,Slovakia,Electricity,2008,583.835
118,Finland,Electricity,2008,"1,422.958"
119,Sweden,Electricity,2008,"2,415.821"
120,Iceland,Electricity,2008,91.402
121,Liechtenstein,Electricity,2008,:
122,Norway,Electricity,2008,"2,034.050"
123,Switzerland,Electricity,2008,:
124,United Kingdom,Electricity,2008,"8,586.500"
125,Montenegro,Electricity,2008,0.000
126,North Macedonia,Electricity,2008,110.748
127,Albania,Electricity,2008,79.966
128,Serbia,Electricity,2008,482.803
129,Turkey,Electricity,2008,"3,503.697"
130,Bosnia and Herzegovina,Electricity,2008,:
131,Kosovo (under United Nations Security Council Resolution 1244/99),Electricity,2008,54.514
132,Moldova,Electricity,2008,:
133,Ukraine,Electricity,2008,"1,956.062"
134,Georgia,Electricity,2008,:
135,European Union - 27 countries (from 2020),Natural gas,2008,"37,439.109"
136,European Union - 28 countries (2013-2020),Natural gas,2008,"44,528.081"
137,Euro area - 19 countries  (from 2015),Natural gas,2008,"31,622.705"
138,Belgium,Natural gas,2008,"1,695.554"
139,Bulgaria,Natural gas,2008,81.213
140,Czechia,Natural gas,2008,"1,328.934"
141,Denmark,Natural gas,2008,228.291
142,Germany (until 1990 former territory of the FRG),Natural gas,2008,"9,794.841"
143,Estonia,Natural gas,2008,33.942
144,Ireland,Natural gas,2008,337.677
145,Greece,Natural gas,2008,128.806
146,Spain,Natural gas,2008,815.482
147,France,Natural gas,2008,"4,821.018"
148,Croatia,Natural gas,2008,128.955
149,Italy,Natural gas,2008,"8,623.388"
150,Cyprus,Natural gas,2008,0.000
151,Latvia,Natural gas,2008,115.305
152,Lithuania,Natural gas,2008,68.616
153,Luxembourg,Natural gas,2008,124.677
154,Hungary,Natural gas,2008,"1,442.068"
155,Malta,Natural gas,2008,0.000
156,Netherlands,Natural gas,2008,"3,436.038"
157,Austria,Natural gas,2008,499.954
158,Poland,Natural gas,2008,"1,701.784"
159,Portugal,Natural gas,2008,180.009
160,Romania,Natural gas,2008,807.975
161,Slovenia,Natural gas,2008,11.758
162,Slovakia,Natural gas,2008,907.803
163,Finland,Natural gas,2008,27.837
164,Sweden,Natural gas,2008,97.184
165,Iceland,Natural gas,2008,0.000
166,Liechtenstein,Natural gas,2008,:
167,Norway,Natural gas,2008,19.605
168,Switzerland,Natural gas,2008,:
169,United Kingdom,Natural gas,2008,"7,088.972"
170,Montenegro,Natural gas,2008,0.000
171,North Macedonia,Natural gas,2008,2.279
172,Albania,Natural gas,2008,0.000
173,Serbia,Natural gas,2008,87.833
174,Turkey,Natural gas,2008,"3,070.013"
175,Bosnia and Herzegovina,Natural gas,2008,:
176,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2008,0.000
177,Moldova,Natural gas,2008,:
178,Ukraine,Natural gas,2008,536.178
179,Georgia,Natural gas,2008,:
180,European Union - 27 countries (from 2020),Heat,2008,"10,056.320"
181,European Union - 28 countries (2013-2020),Heat,2008,"10,449.150"
182,Euro area - 19 countries  (from 2015),Heat,2008,"5,856.950"
183,Belgium,Heat,2008,71.009
184,Bulgaria,Heat,2008,110.801
185,Czechia,Heat,2008,434.079
186,Denmark,Heat,2008,708.298
187,Germany (until 1990 former territory of the FRG),Heat,2008,"2,405.775"
188,Estonia,Heat,2008,118.969
189,Ireland,Heat,2008,0.000
190,Greece,Heat,2008,0.000
191,Spain,Heat,2008,0.000
192,France,Heat,2008,766.159
193,Croatia,Heat,2008,64.443
194,Italy,Heat,2008,74.186
195,Cyprus,Heat,2008,0.000
196,Latvia,Heat,2008,132.870
197,Lithuania,Heat,2008,178.919
198,Luxembourg,Heat,2008,57.469
199,Hungary,Heat,2008,238.703
200,Malta,Heat,2008,0.000
201,Netherlands,Heat,2008,286.352
202,Austria,Heat,2008,639.680
203,Poland,Heat,2008,"1,183.649"
204,Portugal,Heat,2008,11.417
205,Romania,Heat,2008,235.168
206,Slovenia,Heat,2008,16.361
207,Slovakia,Heat,2008,197.048
208,Finland,Heat,2008,900.736
209,Sweden,Heat,2008,"1,224.229"
210,Iceland,Heat,2008,176.913
211,Liechtenstein,Heat,2008,:
212,Norway,Heat,2008,173.426
213,Switzerland,Heat,2008,:
214,United Kingdom,Heat,2008,392.830
215,Montenegro,Heat,2008,0.000
216,North Macedonia,Heat,2008,15.955
217,Albania,Heat,2008,0.000
218,Serbia,Heat,2008,68.859
219,Turkey,Heat,2008,0.000
220,Bosnia and Herzegovina,Heat,2008,:
221,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2008,1.744
222,Moldova,Heat,2008,:
223,Ukraine,Heat,2008,"2,125.131"
224,Georgia,Heat,2008,:
225,European Union - 27 countries (from 2020),Oil and petroleum products,2008,"19,670.404"
226,European Union - 28 countries (2013-2020),Oil and petroleum products,2008,"20,493.195"
227,Euro area - 19 countries  (from 2015),Oil and petroleum products,2008,"18,275.164"
228,Belgium,Oil and petroleum products,2008,"1,107.533"
229,Bulgaria,Oil and petroleum products,2008,60.696
230,Czechia,Oil and petroleum products,2008,16.006
231,Denmark,Oil and petroleum products,2008,81.376
232,Germany (until 1990 former territory of the FRG),Oil and petroleum products,2008,"8,425.714"
233,Estonia,Oil and petroleum products,2008,35.251
234,Ireland,Oil and petroleum products,2008,329.033
235,Greece,Oil and petroleum products,2008,394.968
236,Spain,Oil and petroleum products,2008,"1,477.250"
237,France,Oil and petroleum products,2008,"3,833.050"
238,Croatia,Oil and petroleum products,2008,102.844
239,Italy,Oil and petroleum products,2008,"1,049.823"
240,Cyprus,Oil and petroleum products,2008,38.291
241,Latvia,Oil and petroleum products,2008,38.546
242,Lithuania,Oil and petroleum products,2008,7.057
243,Luxembourg,Oil and petroleum products,2008,25.018
244,Hungary,Oil and petroleum products,2008,19.084
245,Malta,Oil and petroleum products,2008,19.299
246,Netherlands,Oil and petroleum products,2008,132.275
247,Austria,Oil and petroleum products,2008,532.801
248,Poland,Oil and petroleum products,2008,656.996
249,Portugal,Oil and petroleum products,2008,381.891
250,Romania,Oil and petroleum products,2008,86.599
251,Slovenia,Oil and petroleum products,2008,198.409
252,Slovakia,Oil and petroleum products,2008,6.306
253,Finland,Oil and petroleum products,2008,242.649
254,Sweden,Oil and petroleum products,2008,371.639
255,Iceland,Oil and petroleum products,2008,1.130
256,Liechtenstein,Oil and petroleum products,2008,:
257,Norway,Oil and petroleum products,2008,212.086
258,Switzerland,Oil and petroleum products,2008,:
259,United Kingdom,Oil and petroleum products,2008,822.791
260,Montenegro,Oil and petroleum products,2008,0.000
261,North Macedonia,Oil and petroleum products,2008,49.783
262,Albania,Oil and petroleum products,2008,48.117
263,Serbia,Oil and petroleum products,2008,95.031
264,Turkey,Oil and petroleum products,2008,0.000
265,Bosnia and Herzegovina,Oil and petroleum products,2008,:
266,Kosovo (under United Nations Security Council Resolution 1244/99),Oil and petroleum products,2008,44.338
267,Moldova,Oil and petroleum products,2008,:
268,Ukraine,Oil and petroleum products,2008,61.450
269,Georgia,Oil and petroleum products,2008,:
270,European Union - 27 countries (from 2020),Peat and peat products,2008,7.470
271,European Union - 28 countries (2013-2020),Peat and peat products,2008,7.470
272,Euro area - 19 countries  (from 2015),Peat and peat products,2008,7.470
273,Belgium,Peat and peat products,2008,0.000
274,Bulgaria,Peat and peat products,2008,0.000
275,Czechia,Peat and peat products,2008,0.000
276,Denmark,Peat and peat products,2008,0.000
277,Germany (until 1990 former territory of the FRG),Peat and peat products,2008,0.000
278,Estonia,Peat and peat products,2008,0.764
279,Ireland,Peat and peat products,2008,0.000
280,Greece,Peat and peat products,2008,0.000
281,Spain,Peat and peat products,2008,0.000
282,France,Peat and peat products,2008,0.000
283,Croatia,Peat and peat products,2008,0.000
284,Italy,Peat and peat products,2008,0.000
285,Cyprus,Peat and peat products,2008,0.000
286,Latvia,Peat and peat products,2008,0.240
287,Lithuania,Peat and peat products,2008,4.372
288,Luxembourg,Peat and peat products,2008,0.000
289,Hungary,Peat and peat products,2008,0.000
290,Malta,Peat and peat products,2008,0.000
291,Netherlands,Peat and peat products,2008,0.000
292,Austria,Peat and peat products,2008,0.000
293,Poland,Peat and peat products,2008,0.000
294,Portugal,Peat and peat products,2008,0.000
295,Romania,Peat and peat products,2008,0.000
296,Slovenia,Peat and peat products,2008,0.000
297,Slovakia,Peat and peat products,2008,0.000
298,Finland,Peat and peat products,2008,2.094
299,Sweden,Peat and peat products,2008,0.000
300,Iceland,Peat and peat products,2008,0.000
301,Liechtenstein,Peat and peat products,2008,:
302,Norway,Peat and peat products,2008,0.000
303,Switzerland,Peat and peat products,2008,:
304,United Kingdom,Peat and peat products,2008,0.000
305,Montenegro,Peat and peat products,2008,0.000
306,North Macedonia,Peat and peat products,2008,0.000
307,Albania,Peat and peat products,2008,0.000
308,Serbia,Peat and peat products,2008,0.000
309,Turkey,Peat and peat products,2008,0.000
310,Bosnia and Herzegovina,Peat and peat products,2008,:
311,Kosovo (under United Nations Security Council Resolution 1244/99),Peat and peat products,2008,0.000
312,Moldova,Peat and peat products,2008,:
313,Ukraine,Peat and peat products,2008,7.606
314,Georgia,Peat and peat products,2008,:
315,European Union - 27 countries (from 2020),Renewables and biofuels,2008,"3,520.893"
316,European Union - 28 countries (2013-2020),Renewables and biofuels,2008,"3,575.188"
317,Euro area - 19 countries  (from 2015),Renewables and biofuels,2008,"3,000.922"
318,Belgium,Renewables and biofuels,2008,6.451
319,Bulgaria,Renewables and biofuels,2008,81.148
320,Czechia,Renewables and biofuels,2008,44.396
321,Denmark,Renewables and biofuels,2008,45.405
322,Germany (until 1990 former territory of the FRG),Renewables and biofuels,2008,"1,710.663"
323,Estonia,Renewables and biofuels,2008,22.141
324,Ireland,Renewables and biofuels,2008,19.616
325,Greece,Renewables and biofuels,2008,13.160
326,Spain,Renewables and biofuels,2008,118.033
327,France,Renewables and biofuels,2008,415.843
328,Croatia,Renewables and biofuels,2008,6.329
329,Italy,Renewables and biofuels,2008,154.486
330,Cyprus,Renewables and biofuels,2008,13.915
331,Latvia,Renewables and biofuels,2008,76.980
332,Lithuania,Renewables and biofuels,2008,31.518
333,Luxembourg,Renewables and biofuels,2008,0.731
334,Hungary,Renewables and biofuels,2008,107.075
335,Malta,Renewables and biofuels,2008,0.000
336,Netherlands,Renewables and biofuels,2008,133.078
337,Austria,Renewables and biofuels,2008,178.570
338,Poland,Renewables and biofuels,2008,167.335
339,Portugal,Renewables and biofuels,2008,17.507
340,Romania,Renewables and biofuels,2008,14.617
341,Slovenia,Renewables and biofuels,2008,1.911
342,Slovakia,Renewables and biofuels,2008,11.154
343,Finland,Renewables and biofuels,2008,75.165
344,Sweden,Renewables and biofuels,2008,53.666
345,Iceland,Renewables and biofuels,2008,37.141
346,Liechtenstein,Renewables and biofuels,2008,:
347,Norway,Renewables and biofuels,2008,123.752
348,Switzerland,Renewables and biofuels,2008,:
349,United Kingdom,Renewables and biofuels,2008,54.295
350,Montenegro,Renewables and biofuels,2008,0.000
351,North Macedonia,Renewables and biofuels,2008,8.001
352,Albania,Renewables and biofuels,2008,25.795
353,Serbia,Renewables and biofuels,2008,116.270
354,Turkey,Renewables and biofuels,2008,0.000
355,Bosnia and Herzegovina,Renewables and biofuels,2008,:
356,Kosovo (under United Nations Security Council Resolution 1244/99),Renewables and biofuels,2008,5.613
357,Moldova,Renewables and biofuels,2008,:
358,Ukraine,Renewables and biofuels,2008,43.136
359,Georgia,Renewables and biofuels,2008,:
360,European Union - 27 countries (from 2020),Oil shale and oil sands,2008,0.000
361,European Union - 28 countries (2013-2020),Oil shale and oil sands,2008,0.000
362,Euro area - 19 countries  (from 2015),Oil shale and oil sands,2008,0.000
363,Belgium,Oil shale and oil sands,2008,0.000
364,Bulgaria,Oil shale and oil sands,2008,0.000
365,Czechia,Oil shale and oil sands,2008,0.000
366,Denmark,Oil shale and oil sands,2008,0.000
367,Germany (until 1990 former territory of the FRG),Oil shale and oil sands,2008,0.000
368,Estonia,Oil shale and oil sands,2008,0.000
369,Ireland,Oil shale and oil sands,2008,0.000
370,Greece,Oil shale and oil sands,2008,0.000
371,Spain,Oil shale and oil sands,2008,0.000
372,France,Oil shale and oil sands,2008,0.000
373,Croatia,Oil shale and oil sands,2008,0.000
374,Italy,Oil shale and oil sands,2008,0.000
375,Cyprus,Oil shale and oil sands,2008,0.000
376,Latvia,Oil shale and oil sands,2008,0.000
377,Lithuania,Oil shale and oil sands,2008,0.000
378,Luxembourg,Oil shale and oil sands,2008,0.000
379,Hungary,Oil shale and oil sands,2008,0.000
380,Malta,Oil shale and oil sands,2008,0.000
381,Netherlands,Oil shale and oil sands,2008,0.000
382,Austria,Oil shale and oil sands,2008,0.000
383,Poland,Oil shale and oil sands,2008,0.000
384,Portugal,Oil shale and oil sands,2008,0.000
385,Romania,Oil shale and oil sands,2008,0.000
386,Slovenia,Oil shale and oil sands,2008,0.000
387,Slovakia,Oil shale and oil sands,2008,0.000
388,Finland,Oil shale and oil sands,2008,0.000
389,Sweden,Oil shale and oil sands,2008,0.000
390,Iceland,Oil shale and oil sands,2008,0.000
391,Liechtenstein,Oil shale and oil sands,2008,:
392,Norway,Oil shale and oil sands,2008,0.000
393,Switzerland,Oil shale and oil sands,2008,:
394,United Kingdom,Oil shale and oil sands,2008,0.000
395,Montenegro,Oil shale and oil sands,2008,0.000
396,North Macedonia,Oil shale and oil sands,2008,0.000
397,Albania,Oil shale and oil sands,2008,0.000
398,Serbia,Oil shale and oil sands,2008,0.000
399,Turkey,Oil shale and oil sands,2008,0.000
400,Bosnia and Herzegovina,Oil shale and oil sands,2008,:
401,Kosovo (under United Nations Security Council Resolution 1244/99),Oil shale and oil sands,2008,0.000
402,Moldova,Oil shale and oil sands,2008,:
403,Ukraine,Oil shale and oil sands,2008,0.000
404,Georgia,Oil shale and oil sands,2008,:
405,European Union - 27 countries (from 2020),Total,2008,"134,025.757"
406,European Union - 28 countries (2013-2020),Total,2008,"151,009.197"
407,Euro area - 19 countries  (from 2015),Total,2008,"110,532.182"
408,Belgium,Total,2008,"4,671.604"
409,Bulgaria,Total,2008,982.449
410,Czechia,Total,2008,"3,157.361"
411,Denmark,Total,2008,"2,014.468"
412,Germany (until 1990 former territory of the FRG),Total,2008,"34,732.217"
413,Estonia,Total,2008,433.181
414,Ireland,Total,2008,"1,616.460"
415,Greece,Total,2008,"2,230.055"
416,Spain,Total,2008,"9,288.753"
417,France,Total,2008,"21,463.837"
418,Croatia,Total,2008,752.493
419,Italy,Total,2008,"17,019.079"
420,Cyprus,Total,2008,229.966
421,Latvia,Total,2008,609.948
422,Lithuania,Total,2008,604.183
423,Luxembourg,Total,2008,386.468
424,Hungary,Total,2008,"2,741.319"
425,Malta,Total,2008,75.189
426,Netherlands,Total,2008,"7,140.972"
427,Austria,Total,2008,"2,976.409"
428,Poland,Total,2008,"7,979.599"
429,Portugal,Total,2008,"1,947.229"
430,Romania,Total,2008,"1,697.801"
431,Slovenia,Total,2008,496.453
432,Slovakia,Total,2008,"1,938.741"
433,Finland,Total,2008,"2,671.438"
434,Sweden,Total,2008,"4,168.085"
435,Iceland,Total,2008,306.585
436,Liechtenstein,Total,2008,:
437,Norway,Total,2008,"2,576.304"
438,Switzerland,Total,2008,:
439,United Kingdom,Total,2008,"16,983.440"
440,Montenegro,Total,2008,2.420
441,North Macedonia,Total,2008,187.531
442,Albania,Total,2008,161.636
443,Serbia,Total,2008,923.445
444,Turkey,Total,2008,"10,190.746"
445,Bosnia and Herzegovina,Total,2008,:
446,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2008,109.563
447,Moldova,Total,2008,:
448,Ukraine,Total,2008,"4,951.912"
449,Georgia,Total,2008,:
450,European Union - 27 countries (from 2020),Non-renewable waste,2008,235.737
451,European Union - 28 countries (2013-2020),Non-renewable waste,2008,257.400
452,Euro area - 19 countries  (from 2015),Non-renewable waste,2008,205.283
453,Belgium,Non-renewable waste,2008,0.000
454,Bulgaria,Non-renewable waste,2008,0.000
455,Czechia,Non-renewable waste,2008,22.237
456,Denmark,Non-renewable waste,2008,7.333
457,Germany (until 1990 former territory of the FRG),Non-renewable waste,2008,20.254
458,Estonia,Non-renewable waste,2008,0.000
459,Ireland,Non-renewable waste,2008,0.000
460,Greece,Non-renewable waste,2008,0.000
461,Spain,Non-renewable waste,2008,0.000
462,France,Non-renewable waste,2008,115.271
463,Croatia,Non-renewable waste,2008,0.000
464,Italy,Non-renewable waste,2008,0.000
465,Cyprus,Non-renewable waste,2008,0.000
466,Latvia,Non-renewable waste,2008,0.000
467,Lithuania,Non-renewable waste,2008,0.000
468,Luxembourg,Non-renewable waste,2008,0.000
469,Hungary,Non-renewable waste,2008,0.000
470,Malta,Non-renewable waste,2008,0.000
471,Netherlands,Non-renewable waste,2008,63.987
472,Austria,Non-renewable waste,2008,1.281
473,Poland,Non-renewable waste,2008,0.884
474,Portugal,Non-renewable waste,2008,0.000
475,Romania,Non-renewable waste,2008,0.000
476,Slovenia,Non-renewable waste,2008,0.000
477,Slovakia,Non-renewable waste,2008,4.490
478,Finland,Non-renewable waste,2008,0.000
479,Sweden,Non-renewable waste,2008,0.000
480,Iceland,Non-renewable waste,2008,0.000
481,Liechtenstein,Non-renewable waste,2008,:
482,Norway,Non-renewable waste,2008,12.024
483,Switzerland,Non-renewable waste,2008,:
484,United Kingdom,Non-renewable waste,2008,21.663
485,Montenegro,Non-renewable waste,2008,0.000
486,North Macedonia,Non-renewable waste,2008,0.000
487,Albania,Non-renewable waste,2008,0.000
488,Serbia,Non-renewable waste,2008,0.000
489,Turkey,Non-renewable waste,2008,0.000
490,Bosnia and Herzegovina,Non-renewable waste,2008,:
491,Kosovo (under United Nations Security Council Resolution 1244/99),Non-renewable waste,2008,0.000
492,Moldova,Non-renewable waste,2008,:
493,Ukraine,Non-renewable waste,2008,0.000
494,Georgia,Non-renewable waste,2008,:
495,European Union - 27 countries (from 2020),Solid fossil fuels,2009,"1,614.910"
496,European Union - 28 countries (2013-2020),Solid fossil fuels,2009,"1,666.328"
497,Euro area - 19 countries  (from 2015),Solid fossil fuels,2009,782.005
498,Belgium,Solid fossil fuels,2009,0.000
499,Bulgaria,Solid fossil fuels,2009,4.581
500,Czechia,Solid fossil fuels,2009,24.439
501,Denmark,Solid fossil fuels,2009,0.000
502,Germany (until 1990 former territory of the FRG),Solid fossil fuels,2009,114.544
503,Estonia,Solid fossil fuels,2009,1.946
504,Ireland,Solid fossil fuels,2009,0.382
505,Greece,Solid fossil fuels,2009,0.000
506,Spain,Solid fossil fuels,2009,0.000
507,France,Solid fossil fuels,2009,106.812
508,Croatia,Solid fossil fuels,2009,1.556
509,Italy,Solid fossil fuels,2009,0.000
510,Cyprus,Solid fossil fuels,2009,0.000
511,Latvia,Solid fossil fuels,2009,15.030
512,Lithuania,Solid fossil fuels,2009,43.626
513,Luxembourg,Solid fossil fuels,2009,0.000
514,Hungary,Solid fossil fuels,2009,2.839
515,Malta,Solid fossil fuels,2009,0.000
516,Netherlands,Solid fossil fuels,2009,3.822
517,Austria,Solid fossil fuels,2009,4.535
518,Poland,Solid fossil fuels,2009,799.300
519,Portugal,Solid fossil fuels,2009,0.000
520,Romania,Solid fossil fuels,2009,0.190
521,Slovenia,Solid fossil fuels,2009,0.000
522,Slovakia,Solid fossil fuels,2009,491.308
523,Finland,Solid fossil fuels,2009,0.000
524,Sweden,Solid fossil fuels,2009,0.000
525,Iceland,Solid fossil fuels,2009,0.000
526,Liechtenstein,Solid fossil fuels,2009,:
527,Norway,Solid fossil fuels,2009,0.000
528,Switzerland,Solid fossil fuels,2009,:
529,United Kingdom,Solid fossil fuels,2009,51.418
530,Montenegro,Solid fossil fuels,2009,3.960
531,North Macedonia,Solid fossil fuels,2009,0.518
532,Albania,Solid fossil fuels,2009,2.351
533,Serbia,Solid fossil fuels,2009,145.825
534,Turkey,Solid fossil fuels,2009,"4,123.001"
535,Bosnia and Herzegovina,Solid fossil fuels,2009,:
536,Kosovo (under United Nations Security Council Resolution 1244/99),Solid fossil fuels,2009,2.050
537,Moldova,Solid fossil fuels,2009,:
538,Ukraine,Solid fossil fuels,2009,153.741
539,Georgia,Solid fossil fuels,2009,:
540,European Union - 27 countries (from 2020),Manufactured gases,2009,24.548
541,European Union - 28 countries (2013-2020),Manufactured gases,2009,24.548
542,Euro area - 19 countries  (from 2015),Manufactured gases,2009,17.412
543,Belgium,Manufactured gases,2009,0.000
544,Bulgaria,Manufactured gases,2009,0.000
545,Czechia,Manufactured gases,2009,0.000
546,Denmark,Manufactured gases,2009,0.000
547,Germany (until 1990 former territory of the FRG),Manufactured gases,2009,0.000
548,Estonia,Manufactured gases,2009,0.000
549,Ireland,Manufactured gases,2009,0.000
550,Greece,Manufactured gases,2009,0.000
551,Spain,Manufactured gases,2009,17.412
552,France,Manufactured gases,2009,0.000
553,Croatia,Manufactured gases,2009,1.397
554,Italy,Manufactured gases,2009,0.000
555,Cyprus,Manufactured gases,2009,0.000
556,Latvia,Manufactured gases,2009,0.000
557,Lithuania,Manufactured gases,2009,0.000
558,Luxembourg,Manufactured gases,2009,0.000
559,Hungary,Manufactured gases,2009,0.000
560,Malta,Manufactured gases,2009,0.000
561,Netherlands,Manufactured gases,2009,0.000
562,Austria,Manufactured gases,2009,0.000
563,Poland,Manufactured gases,2009,0.451
564,Portugal,Manufactured gases,2009,0.000
565,Romania,Manufactured gases,2009,0.000
566,Slovenia,Manufactured gases,2009,0.000
567,Slovakia,Manufactured gases,2009,0.000
568,Finland,Manufactured gases,2009,0.000
569,Sweden,Manufactured gases,2009,5.288
570,Iceland,Manufactured gases,2009,0.000
571,Liechtenstein,Manufactured gases,2009,:
572,Norway,Manufactured gases,2009,0.000
573,Switzerland,Manufactured gases,2009,:
574,United Kingdom,Manufactured gases,2009,0.000
575,Montenegro,Manufactured gases,2009,0.000
576,North Macedonia,Manufactured gases,2009,0.000
577,Albania,Manufactured gases,2009,0.000
578,Serbia,Manufactured gases,2009,0.000
579,Turkey,Manufactured gases,2009,0.000
580,Bosnia and Herzegovina,Manufactured gases,2009,:
