,country,fuel_type,year,1K_tonne_oil_equivalent
211,Liechtenstein,Heat,2008,:
212,Norway,Heat,2008,27.300
213,Switzerland,Heat,2008,:
214,United Kingdom,Heat,2008,"1,020.732"
215,Montenegro,Heat,2008,0.000
216,North Macedonia,Heat,2008,8.407
217,Albania,Heat,2008,0.000
218,Serbia,Heat,2008,295.691
219,Turkey,Heat,2008,"1,019.514"
220,Bosnia and Herzegovina,Heat,2008,:
221,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2008,0.000
222,Moldova,Heat,2008,:
223,Ukraine,Heat,2008,"5,417.765"
224,Georgia,Heat,2008,:
225,European Union - 27 countries (from 2020),Oil and petroleum products,2008,"36,499.577"
226,European Union - 28 countries (2013-2020),Oil and petroleum products,2008,"42,064.589"
227,Euro area - 19 countries  (from 2015),Oil and petroleum products,2008,"30,261.149"
228,Belgium,Oil and petroleum products,2008,703.100
229,Bulgaria,Oil and petroleum products,2008,600.672
230,Czechia,Oil and petroleum products,2008,369.404
231,Denmark,Oil and petroleum products,2008,646.509
232,Germany (until 1990 former territory of the FRG),Oil and petroleum products,2008,"4,716.487"
233,Estonia,Oil and petroleum products,2008,64.968
234,Ireland,Oil and petroleum products,2008,750.201
235,Greece,Oil and petroleum products,2008,"1,791.373"
236,Spain,Oil and petroleum products,2008,"5,348.476"
237,France,Oil and petroleum products,2008,"3,469.324"
238,Croatia,Oil and petroleum products,2008,501.200
239,Italy,Oil and petroleum products,2008,"6,304.989"
240,Cyprus,Oil and petroleum products,2008,202.167
241,Latvia,Oil and petroleum products,2008,78.834
242,Lithuania,Oil and petroleum products,2008,59.776
243,Luxembourg,Oil and petroleum products,2008,13.261
244,Hungary,Oil and petroleum products,2008,193.040
245,Malta,Oil and petroleum products,2008,11.823
246,Netherlands,Oil and petroleum products,2008,"3,008.462"
247,Austria,Oil and petroleum products,2008,715.911
248,Poland,Oil and petroleum products,2008,"1,234.437"
249,Portugal,Oil and petroleum products,2008,"1,179.517"
250,Romania,Oil and petroleum products,2008,"1,100.274"
251,Slovenia,Oil and petroleum products,2008,178.149
252,Slovakia,Oil and petroleum products,2008,269.748
253,Finland,Oil and petroleum products,2008,"1,394.583"
254,Sweden,Oil and petroleum products,2008,"1,592.892"
255,Iceland,Oil and petroleum products,2008,72.526
256,Liechtenstein,Oil and petroleum products,2008,:
257,Norway,Oil and petroleum products,2008,975.067
258,Switzerland,Oil and petroleum products,2008,:
259,United Kingdom,Oil and petroleum products,2008,"5,565.012"
260,Montenegro,Oil and petroleum products,2008,162.354
261,North Macedonia,Oil and petroleum products,2008,240.027
262,Albania,Oil and petroleum products,2008,142.102
263,Serbia,Oil and petroleum products,2008,342.063
264,Turkey,Oil and petroleum products,2008,"1,348.815"
265,Bosnia and Herzegovina,Oil and petroleum products,2008,:
266,Kosovo (under United Nations Security Council Resolution 1244/99),Oil and petroleum products,2008,113.861
267,Moldova,Oil and petroleum products,2008,:
268,Ukraine,Oil and petroleum products,2008,"1,413.208"
269,Georgia,Oil and petroleum products,2008,:
270,European Union - 27 countries (from 2020),Peat and peat products,2008,288.468
271,European Union - 28 countries (2013-2020),Peat and peat products,2008,288.468
272,Euro area - 19 countries  (from 2015),Peat and peat products,2008,280.213
273,Belgium,Peat and peat products,2008,0.000
274,Bulgaria,Peat and peat products,2008,0.000
275,Czechia,Peat and peat products,2008,0.000
276,Denmark,Peat and peat products,2008,0.000
277,Germany (until 1990 former territory of the FRG),Peat and peat products,2008,0.000
278,Estonia,Peat and peat products,2008,2.743
279,Ireland,Peat and peat products,2008,0.296
280,Greece,Peat and peat products,2008,0.000
281,Spain,Peat and peat products,2008,0.000
282,France,Peat and peat products,2008,0.000
283,Croatia,Peat and peat products,2008,0.000
284,Italy,Peat and peat products,2008,0.000
285,Cyprus,Peat and peat products,2008,0.000
286,Latvia,Peat and peat products,2008,0.000
287,Lithuania,Peat and peat products,2008,0.598
288,Luxembourg,Peat and peat products,2008,0.000
289,Hungary,Peat and peat products,2008,0.000
290,Malta,Peat and peat products,2008,0.000
291,Netherlands,Peat and peat products,2008,0.000
292,Austria,Peat and peat products,2008,0.000
293,Poland,Peat and peat products,2008,0.000
294,Portugal,Peat and peat products,2008,0.000
295,Romania,Peat and peat products,2008,0.000
296,Slovenia,Peat and peat products,2008,0.000
297,Slovakia,Peat and peat products,2008,0.000
298,Finland,Peat and peat products,2008,276.576
299,Sweden,Peat and peat products,2008,8.255
300,Iceland,Peat and peat products,2008,0.000
301,Liechtenstein,Peat and peat products,2008,:
302,Norway,Peat and peat products,2008,0.000
303,Switzerland,Peat and peat products,2008,:
304,United Kingdom,Peat and peat products,2008,0.000
305,Montenegro,Peat and peat products,2008,0.000
306,North Macedonia,Peat and peat products,2008,0.000
307,Albania,Peat and peat products,2008,0.000
308,Serbia,Peat and peat products,2008,0.000
309,Turkey,Peat and peat products,2008,0.000
310,Bosnia and Herzegovina,Peat and peat products,2008,:
311,Kosovo (under United Nations Security Council Resolution 1244/99),Peat and peat products,2008,0.000
312,Moldova,Peat and peat products,2008,:
313,Ukraine,Peat and peat products,2008,1.663
314,Georgia,Peat and peat products,2008,:
315,European Union - 27 countries (from 2020),Renewables and biofuels,2008,"18,264.070"
316,European Union - 28 countries (2013-2020),Renewables and biofuels,2008,"18,549.661"
317,Euro area - 19 countries  (from 2015),Renewables and biofuels,2008,"12,510.743"
318,Belgium,Renewables and biofuels,2008,513.225
319,Bulgaria,Renewables and biofuels,2008,90.188
320,Czechia,Renewables and biofuels,2008,394.736
321,Denmark,Renewables and biofuels,2008,212.453
322,Germany (until 1990 former territory of the FRG),Renewables and biofuels,2008,"1,892.912"
323,Estonia,Renewables and biofuels,2008,118.348
324,Ireland,Renewables and biofuels,2008,139.215
325,Greece,Renewables and biofuels,2008,264.808
326,Spain,Renewables and biofuels,2008,"1,473.919"
327,France,Renewables and biofuels,2008,"1,226.402"
328,Croatia,Renewables and biofuels,2008,54.624
329,Italy,Renewables and biofuels,2008,280.591
330,Cyprus,Renewables and biofuels,2008,6.712
331,Latvia,Renewables and biofuels,2008,129.343
332,Lithuania,Renewables and biofuels,2008,83.118
333,Luxembourg,Renewables and biofuels,2008,29.854
334,Hungary,Renewables and biofuels,2008,100.005
335,Malta,Renewables and biofuels,2008,0.000
336,Netherlands,Renewables and biofuels,2008,131.891
337,Austria,Renewables and biofuels,2008,"1,204.259"
338,Poland,Renewables and biofuels,2008,822.991
339,Portugal,Renewables and biofuels,2008,"1,401.046"
340,Romania,Renewables and biofuels,2008,208.608
341,Slovenia,Renewables and biofuels,2008,80.133
342,Slovakia,Renewables and biofuels,2008,298.510
343,Finland,Renewables and biofuels,2008,"3,236.457"
344,Sweden,Renewables and biofuels,2008,"3,869.722"
345,Iceland,Renewables and biofuels,2008,11.202
346,Liechtenstein,Renewables and biofuels,2008,:
347,Norway,Renewables and biofuels,2008,431.272
348,Switzerland,Renewables and biofuels,2008,:
349,United Kingdom,Renewables and biofuels,2008,285.591
350,Montenegro,Renewables and biofuels,2008,0.000
351,North Macedonia,Renewables and biofuels,2008,4.872
352,Albania,Renewables and biofuels,2008,8.790
353,Serbia,Renewables and biofuels,2008,22.284
354,Turkey,Renewables and biofuels,2008,125.991
355,Bosnia and Herzegovina,Renewables and biofuels,2008,:
356,Kosovo (under United Nations Security Council Resolution 1244/99),Renewables and biofuels,2008,10.461
357,Moldova,Renewables and biofuels,2008,:
358,Ukraine,Renewables and biofuels,2008,54.051
359,Georgia,Renewables and biofuels,2008,:
360,European Union - 27 countries (from 2020),Oil shale and oil sands	,2008,76.089
361,European Union - 28 countries (2013-2020),Oil shale and oil sands	,2008,76.089
362,Euro area - 19 countries  (from 2015),Oil shale and oil sands	,2008,76.089
363,Belgium,Oil shale and oil sands	,2008,0.000
364,Bulgaria,Oil shale and oil sands	,2008,0.000
365,Czechia,Oil shale and oil sands	,2008,0.000
366,Denmark,Oil shale and oil sands	,2008,0.000
367,Germany (until 1990 former territory of the FRG),Oil shale and oil sands	,2008,0.000
368,Estonia,Oil shale and oil sands	,2008,76.089
369,Ireland,Oil shale and oil sands	,2008,0.000
370,Greece,Oil shale and oil sands	,2008,0.000
371,Spain,Oil shale and oil sands	,2008,0.000
372,France,Oil shale and oil sands	,2008,0.000
373,Croatia,Oil shale and oil sands	,2008,0.000
374,Italy,Oil shale and oil sands	,2008,0.000
375,Cyprus,Oil shale and oil sands	,2008,0.000
376,Latvia,Oil shale and oil sands	,2008,0.000
377,Lithuania,Oil shale and oil sands	,2008,0.000
378,Luxembourg,Oil shale and oil sands	,2008,0.000
379,Hungary,Oil shale and oil sands	,2008,0.000
380,Malta,Oil shale and oil sands	,2008,0.000
381,Netherlands,Oil shale and oil sands	,2008,0.000
382,Austria,Oil shale and oil sands	,2008,0.000
383,Poland,Oil shale and oil sands	,2008,0.000
384,Portugal,Oil shale and oil sands	,2008,0.000
385,Romania,Oil shale and oil sands	,2008,0.000
386,Slovenia,Oil shale and oil sands	,2008,0.000
387,Slovakia,Oil shale and oil sands	,2008,0.000
388,Finland,Oil shale and oil sands	,2008,0.000
389,Sweden,Oil shale and oil sands	,2008,0.000
390,Iceland,Oil shale and oil sands	,2008,0.000
391,Liechtenstein,Oil shale and oil sands	,2008,:
392,Norway,Oil shale and oil sands	,2008,0.000
393,Switzerland,Oil shale and oil sands	,2008,:
394,United Kingdom,Oil shale and oil sands	,2008,0.000
395,Montenegro,Oil shale and oil sands	,2008,0.000
396,North Macedonia,Oil shale and oil sands	,2008,0.000
397,Albania,Oil shale and oil sands	,2008,0.000
398,Serbia,Oil shale and oil sands	,2008,0.000
399,Turkey,Oil shale and oil sands	,2008,0.000
400,Bosnia and Herzegovina,Oil shale and oil sands	,2008,:
401,Kosovo (under United Nations Security Council Resolution 1244/99),Oil shale and oil sands	,2008,0.000
402,Moldova,Oil shale and oil sands	,2008,:
403,Ukraine,Oil shale and oil sands	,2008,0.000
404,Georgia,Oil shale and oil sands	,2008,:
405,European Union - 27 countries (from 2020),Total,2008,"265,548.754"
406,European Union - 28 countries (2013-2020),Total,2008,"294,121.439"
407,Euro area - 19 countries  (from 2015),Total,2008,"212,706.705"
408,Belgium,Total,2008,"10,280.161"
409,Bulgaria,Total,2008,"3,453.842"
410,Czechia,Total,2008,"7,946.523"
411,Denmark,Total,2008,"2,717.261"
412,Germany (until 1990 former territory of the FRG),Total,2008,"57,047.381"
413,Estonia,Total,2008,755.114
414,Ireland,Total,2008,"2,206.807"
415,Greece,Total,2008,"4,231.480"
416,Spain,Total,2008,"24,964.973"
417,France,Total,2008,"31,702.967"
418,Croatia,Total,2008,"1,628.633"
419,Italy,Total,2008,"34,528.295"
420,Cyprus,Total,2008,297.132
421,Latvia,Total,2008,679.176
422,Lithuania,Total,2008,"1,010.085"
423,Luxembourg,Total,2008,786.686
424,Hungary,Total,2008,"3,081.380"
425,Malta,Total,2008,59.802
426,Netherlands,Total,2008,"14,874.565"
427,Austria,Total,2008,"7,368.332"
428,Poland,Total,2008,"13,982.544"
429,Portugal,Total,2008,"5,525.873"
430,Romania,Total,2008,"8,318.681"
431,Slovenia,Total,2008,"1,485.338"
432,Slovakia,Total,2008,"3,651.572"
433,Finland,Total,2008,"11,250.966"
434,Sweden,Total,2008,"11,713.185"
435,Iceland,Total,2008,"1,299.751"
436,Liechtenstein,Total,2008,:
437,Norway,Total,2008,"6,626.406"
438,Switzerland,Total,2008,:
439,United Kingdom,Total,2008,"28,572.685"
440,Montenegro,Total,2008,385.846
441,North Macedonia,Total,2008,648.986
442,Albania,Total,2008,228.550
443,Serbia,Total,2008,"2,911.863"
444,Turkey,Total,2008,"17,559.116"
445,Bosnia and Herzegovina,Total,2008,:
446,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2008,248.264
447,Moldova,Total,2008,:
448,Ukraine,Total,2008,"30,203.310"
449,Georgia,Total,2008,:
450,European Union - 27 countries (from 2020),Non-renewable waste,2008,"1,825.392"
451,European Union - 28 countries (2013-2020),Non-renewable waste,2008,"1,895.684"
452,Euro area - 19 countries  (from 2015),Non-renewable waste,2008,"1,378.464"
453,Belgium,Non-renewable waste,2008,111.039
454,Bulgaria,Non-renewable waste,2008,1.887
455,Czechia,Non-renewable waste,2008,127.185
456,Denmark,Non-renewable waste,2008,19.084
457,Germany (until 1990 former territory of the FRG),Non-renewable waste,2008,881.174
458,Estonia,Non-renewable waste,2008,0.000
459,Ireland,Non-renewable waste,2008,0.000
460,Greece,Non-renewable waste,2008,0.000
461,Spain,Non-renewable waste,2008,0.000
462,France,Non-renewable waste,2008,0.000
463,Croatia,Non-renewable waste,2008,8.503
464,Italy,Non-renewable waste,2008,62.100
465,Cyprus,Non-renewable waste,2008,5.708
466,Latvia,Non-renewable waste,2008,5.016
467,Lithuania,Non-renewable waste,2008,0.000
468,Luxembourg,Non-renewable waste,2008,15.505
469,Hungary,Non-renewable waste,2008,20.421
470,Malta,Non-renewable waste,2008,0.000
471,Netherlands,Non-renewable waste,2008,0.000
472,Austria,Non-renewable waste,2008,200.353
473,Poland,Non-renewable waste,2008,225.494
474,Portugal,Non-renewable waste,2008,38.669
475,Romania,Non-renewable waste,2008,44.354
476,Slovenia,Non-renewable waste,2008,8.909
477,Slovakia,Non-renewable waste,2008,19.538
478,Finland,Non-renewable waste,2008,30.453
479,Sweden,Non-renewable waste,2008,0.000
480,Iceland,Non-renewable waste,2008,0.000
481,Liechtenstein,Non-renewable waste,2008,:
482,Norway,Non-renewable waste,2008,20.230
483,Switzerland,Non-renewable waste,2008,:
484,United Kingdom,Non-renewable waste,2008,70.292
485,Montenegro,Non-renewable waste,2008,0.000
486,North Macedonia,Non-renewable waste,2008,0.000
487,Albania,Non-renewable waste,2008,0.000
488,Serbia,Non-renewable waste,2008,0.000
489,Turkey,Non-renewable waste,2008,0.000
490,Bosnia and Herzegovina,Non-renewable waste,2008,:
491,Kosovo (under United Nations Security Council Resolution 1244/99),Non-renewable waste,2008,0.000
492,Moldova,Non-renewable waste,2008,:
493,Ukraine,Non-renewable waste,2008,0.000
494,Georgia,Non-renewable waste,2008,:
495,European Union - 27 countries (from 2020),Solid fossil fuels,2009,"13,096.254"
496,European Union - 28 countries (2013-2020),Solid fossil fuels,2009,"14,577.548"
497,Euro area - 19 countries  (from 2015),Solid fossil fuels,2009,"7,123.279"
498,Belgium,Solid fossil fuels,2009,310.511
499,Bulgaria,Solid fossil fuels,2009,153.981
500,Czechia,Solid fossil fuels,2009,"1,744.794"
501,Denmark,Solid fossil fuels,2009,94.423
502,Germany (until 1990 former territory of the FRG),Solid fossil fuels,2009,"2,978.490"
503,Estonia,Solid fossil fuels,2009,48.653
504,Ireland,Solid fossil fuels,2009,108.675
505,Greece,Solid fossil fuels,2009,167.956
506,Spain,Solid fossil fuels,2009,352.865
507,France,Solid fossil fuels,2009,"1,274.697"
508,Croatia,Solid fossil fuels,2009,125.627
509,Italy,Solid fossil fuels,2009,566.599
510,Cyprus,Solid fossil fuels,2009,14.435
511,Latvia,Solid fossil fuels,2009,35.765
512,Lithuania,Solid fossil fuels,2009,62.366
513,Luxembourg,Solid fossil fuels,2009,66.389
514,Hungary,Solid fossil fuels,2009,86.679
515,Malta,Solid fossil fuels,2009,0.000
516,Netherlands,Solid fossil fuels,2009,99.224
517,Austria,Solid fossil fuels,2009,328.351
518,Poland,Solid fossil fuels,2009,"3,001.012"
519,Portugal,Solid fossil fuels,2009,22.629
520,Romania,Solid fossil fuels,2009,450.415
521,Slovenia,Solid fossil fuels,2009,54.303
522,Slovakia,Solid fossil fuels,2009,453.468
523,Finland,Solid fossil fuels,2009,177.903
524,Sweden,Solid fossil fuels,2009,316.044
525,Iceland,Solid fossil fuels,2009,85.403
526,Liechtenstein,Solid fossil fuels,2009,:
527,Norway,Solid fossil fuels,2009,409.007
528,Switzerland,Solid fossil fuels,2009,:
529,United Kingdom,Solid fossil fuels,2009,"1,481.294"
530,Montenegro,Solid fossil fuels,2009,4.212
531,North Macedonia,Solid fossil fuels,2009,67.770
532,Albania,Solid fossil fuels,2009,98.149
533,Serbia,Solid fossil fuels,2009,201.327
534,Turkey,Solid fossil fuels,2009,"5,775.193"
535,Bosnia and Herzegovina,Solid fossil fuels,2009,:
536,Kosovo (under United Nations Security Council Resolution 1244/99),Solid fossil fuels,2009,22.776
537,Moldova,Solid fossil fuels,2009,:
538,Ukraine,Solid fossil fuels,2009,"3,349.298"
539,Georgia,Solid fossil fuels,2009,:
540,European Union - 27 countries (from 2020),Manufactured gases,2009,"4,351.615"
541,European Union - 28 countries (2013-2020),Manufactured gases,2009,"4,442.025"
542,Euro area - 19 countries  (from 2015),Manufactured gases,2009,"3,142.959"
543,Belgium,Manufactured gases,2009,234.609
544,Bulgaria,Manufactured gases,2009,0.000
545,Czechia,Manufactured gases,2009,350.571
546,Denmark,Manufactured gases,2009,0.000
547,Germany (until 1990 former territory of the FRG),Manufactured gases,2009,"1,850.623"
548,Estonia,Manufactured gases,2009,0.000
549,Ireland,Manufactured gases,2009,0.000
550,Greece,Manufactured gases,2009,0.000
551,Spain,Manufactured gases,2009,111.238
552,France,Manufactured gases,2009,0.000
553,Croatia,Manufactured gases,2009,0.129
554,Italy,Manufactured gases,2009,0.000
555,Cyprus,Manufactured gases,2009,0.000
556,Latvia,Manufactured gases,2009,0.000
557,Lithuania,Manufactured gases,2009,0.000
558,Luxembourg,Manufactured gases,2009,0.000
559,Hungary,Manufactured gases,2009,115.102
560,Malta,Manufactured gases,2009,0.000
561,Netherlands,Manufactured gases,2009,418.157
562,Austria,Manufactured gases,2009,88.361
563,Poland,Manufactured gases,2009,441.511
564,Portugal,Manufactured gases,2009,0.000
565,Romania,Manufactured gases,2009,183.207
566,Slovenia,Manufactured gases,2009,0.000
567,Slovakia,Manufactured gases,2009,354.235
568,Finland,Manufactured gases,2009,85.736
