,energy_product_id,country,product_type,year,1K_tonne_oil_equivalent
69,2438,Iceland,Solid fossil fuels,2015,93.004
70,2439,Norway,Solid fossil fuels,2015,464.954
71,2440,United Kingdom,Solid fossil fuels,2015,2296.88
72,2441,Montenegro,Solid fossil fuels,2015,11.439
73,2442,North Macedonia,Solid fossil fuels,2015,101.101
74,2443,Albania,Solid fossil fuels,2015,95.081
75,2444,Serbia,Solid fossil fuels,2015,500.344
76,2445,Turkey,Solid fossil fuels,2015,11403.9
77,2446,Bosnia and Herzegovina,Solid fossil fuels,2015,281.006
78,2447,Kosovo (under United Nations Security Council Resolution 1244/99),Solid fossil fuels,2015,47.825
79,2448,Moldova,Solid fossil fuels,2015,95.301
80,2449,Ukraine,Solid fossil fuels,2015,3701.3
81,2450,Georgia,Solid fossil fuels,2015,271.769
83,2454,Belgium,Manufactured gases,2015,162.296
84,2455,Bulgaria,Manufactured gases,2015,0.0
85,2456,Czechia,Manufactured gases,2015,311.3
86,2457,Denmark,Manufactured gases,2015,0.0
87,2458,Germany (until 1990 former territory of the FRG),Manufactured gases,2015,2462.04
88,2459,Estonia,Manufactured gases,2015,0.0
89,2460,Ireland,Manufactured gases,2015,0.0
90,2461,Greece,Manufactured gases,2015,0.0
91,2462,Spain,Manufactured gases,2015,79.904
92,2463,France,Manufactured gases,2015,0.0
93,2464,Croatia,Manufactured gases,2015,0.236
94,2465,Italy,Manufactured gases,2015,209.348
95,2466,Cyprus,Manufactured gases,2015,0.0
96,2467,Latvia,Manufactured gases,2015,0.0
97,2468,Lithuania,Manufactured gases,2015,0.0
98,2469,Luxembourg,Manufactured gases,2015,0.0
99,2470,Hungary,Manufactured gases,2015,55.857
100,2471,Malta,Manufactured gases,2015,0.0
101,2472,Netherlands,Manufactured gases,2015,463.29
102,2473,Austria,Manufactured gases,2015,80.561
103,2474,Poland,Manufactured gases,2015,486.914
104,2475,Portugal,Manufactured gases,2015,0.0
105,2476,Romania,Manufactured gases,2015,168.983
106,2477,Slovenia,Manufactured gases,2015,0.0
107,2478,Slovakia,Manufactured gases,2015,401.213
108,2479,Finland,Manufactured gases,2015,134.991
109,2480,Sweden,Manufactured gases,2015,174.073
110,2481,Iceland,Manufactured gases,2015,0.0
111,2482,Norway,Manufactured gases,2015,60.906
112,2483,United Kingdom,Manufactured gases,2015,105.94
113,2484,Montenegro,Manufactured gases,2015,0.0
114,2485,North Macedonia,Manufactured gases,2015,0.0
115,2486,Albania,Manufactured gases,2015,0.0
116,2487,Serbia,Manufactured gases,2015,5.422
117,2488,Turkey,Manufactured gases,2015,511.266
118,2489,Bosnia and Herzegovina,Manufactured gases,2015,105.379
119,2490,Kosovo (under United Nations Security Council Resolution 1244/99),Manufactured gases,2015,0.0
120,2491,Moldova,Manufactured gases,2015,0.0
121,2492,Ukraine,Manufactured gases,2015,2172.84
122,2493,Georgia,Manufactured gases,2015,0.0
124,2497,Belgium,Peat and peat products,2015,0.0
125,2498,Bulgaria,Peat and peat products,2015,0.0
126,2499,Czechia,Peat and peat products,2015,0.0
127,2500,Denmark,Peat and peat products,2015,0.0
128,2501,Germany (until 1990 former territory of the FRG),Peat and peat products,2015,0.0
129,2502,Estonia,Peat and peat products,2015,3.267
130,2503,Ireland,Peat and peat products,2015,201.005
131,2504,Greece,Peat and peat products,2015,0.0
132,2505,Spain,Peat and peat products,2015,0.0
133,2506,France,Peat and peat products,2015,0.0
134,2507,Croatia,Peat and peat products,2015,0.0
135,2508,Italy,Peat and peat products,2015,0.0
136,2509,Cyprus,Peat and peat products,2015,0.0
137,2510,Latvia,Peat and peat products,2015,0.24
138,2511,Lithuania,Peat and peat products,2015,18.645
139,2512,Luxembourg,Peat and peat products,2015,0.0
140,2513,Hungary,Peat and peat products,2015,0.0
141,2514,Malta,Peat and peat products,2015,0.0
142,2515,Netherlands,Peat and peat products,2015,0.0
143,2516,Austria,Peat and peat products,2015,0.21
144,2517,Poland,Peat and peat products,2015,0.0
145,2518,Portugal,Peat and peat products,2015,0.0
146,2519,Romania,Peat and peat products,2015,8.188
147,2520,Slovenia,Peat and peat products,2015,0.0
148,2521,Slovakia,Peat and peat products,2015,0.0
149,2522,Finland,Peat and peat products,2015,224.438
150,2523,Sweden,Peat and peat products,2015,3.353
151,2524,Iceland,Peat and peat products,2015,0.0
152,2525,Norway,Peat and peat products,2015,0.0
153,2526,United Kingdom,Peat and peat products,2015,0.0
154,2527,Montenegro,Peat and peat products,2015,0.0
155,2528,North Macedonia,Peat and peat products,2015,0.0
156,2529,Albania,Peat and peat products,2015,0.0
157,2530,Serbia,Peat and peat products,2015,0.0
158,2531,Turkey,Peat and peat products,2015,0.0
159,2532,Bosnia and Herzegovina,Peat and peat products,2015,0.0
160,2533,Kosovo (under United Nations Security Council Resolution 1244/99),Peat and peat products,2015,0.0
161,2534,Moldova,Peat and peat products,2015,0.284
162,2535,Ukraine,Peat and peat products,2015,48.365
163,2536,Georgia,Peat and peat products,2015,0.0
165,2540,Belgium,Oil shale and oil sands	,2015,0.0
166,2541,Bulgaria,Oil shale and oil sands	,2015,0.0
167,2542,Czechia,Oil shale and oil sands	,2015,0.0
168,2543,Denmark,Oil shale and oil sands	,2015,0.0
169,2544,Germany (until 1990 former territory of the FRG),Oil shale and oil sands	,2015,0.0
170,2545,Estonia,Oil shale and oil sands	,2015,15.356
171,2546,Ireland,Oil shale and oil sands	,2015,0.0
172,2547,Greece,Oil shale and oil sands	,2015,0.0
173,2548,Spain,Oil shale and oil sands	,2015,0.0
174,2549,France,Oil shale and oil sands	,2015,0.0
175,2550,Croatia,Oil shale and oil sands	,2015,0.0
176,2551,Italy,Oil shale and oil sands	,2015,0.0
177,2552,Cyprus,Oil shale and oil sands	,2015,0.0
178,2553,Latvia,Oil shale and oil sands	,2015,0.0
179,2554,Lithuania,Oil shale and oil sands	,2015,0.0
180,2555,Luxembourg,Oil shale and oil sands	,2015,0.0
181,2556,Hungary,Oil shale and oil sands	,2015,0.0
182,2557,Malta,Oil shale and oil sands	,2015,0.0
183,2558,Netherlands,Oil shale and oil sands	,2015,0.0
184,2559,Austria,Oil shale and oil sands	,2015,0.0
185,2560,Poland,Oil shale and oil sands	,2015,0.0
186,2561,Portugal,Oil shale and oil sands	,2015,0.0
187,2562,Romania,Oil shale and oil sands	,2015,0.0
188,2563,Slovenia,Oil shale and oil sands	,2015,0.0
189,2564,Slovakia,Oil shale and oil sands	,2015,0.0
190,2565,Finland,Oil shale and oil sands	,2015,0.0
191,2566,Sweden,Oil shale and oil sands	,2015,0.0
192,2567,Iceland,Oil shale and oil sands	,2015,0.0
193,2568,Norway,Oil shale and oil sands	,2015,0.0
194,2569,United Kingdom,Oil shale and oil sands	,2015,0.0
195,2570,Montenegro,Oil shale and oil sands	,2015,0.0
196,2571,North Macedonia,Oil shale and oil sands	,2015,0.0
197,2572,Albania,Oil shale and oil sands	,2015,0.0
198,2573,Serbia,Oil shale and oil sands	,2015,0.0
199,2574,Turkey,Oil shale and oil sands	,2015,0.0
200,2575,Bosnia and Herzegovina,Oil shale and oil sands	,2015,0.0
201,2576,Kosovo (under United Nations Security Council Resolution 1244/99),Oil shale and oil sands	,2015,0.0
202,2577,Moldova,Oil shale and oil sands	,2015,0.0
203,2578,Ukraine,Oil shale and oil sands	,2015,0.0
204,2579,Georgia,Oil shale and oil sands	,2015,0.0
206,2583,Belgium,Natural gas,2015,8915.54
207,2584,Bulgaria,Natural gas,2015,1299.65
208,2585,Czechia,Natural gas,2015,5024.18
209,2586,Denmark,Natural gas,2015,1504.58
210,2587,Germany (until 1990 former territory of the FRG),Natural gas,2015,49302.2
211,2588,Estonia,Natural gas,2015,222.42
212,2589,Ireland,Natural gas,2015,1711.46
213,2590,Greece,Natural gas,2015,968.847
214,2591,Spain,Natural gas,2015,13139.5
215,2592,France,Natural gas,2015,28656.9
216,2593,Croatia,Natural gas,2015,977.236
217,2594,Italy,Natural gas,2015,32983.8
218,2595,Cyprus,Natural gas,2015,0.0
219,2596,Latvia,Natural gas,2015,316.531
220,2597,Lithuania,Natural gas,2015,518.938
221,2598,Luxembourg,Natural gas,2015,602.164
222,2599,Hungary,Natural gas,2015,5293.36
223,2600,Malta,Natural gas,2015,0.0
224,2601,Netherlands,Natural gas,2015,16897.0
225,2602,Austria,Natural gas,2015,4561.27
226,2603,Poland,Natural gas,2015,8489.55
227,2604,Portugal,Natural gas,2015,1614.74
228,2605,Romania,Natural gas,2015,5299.29
229,2606,Slovenia,Natural gas,2015,557.954
230,2607,Slovakia,Natural gas,2015,2480.27
231,2608,Finland,Natural gas,2015,614.381
232,2609,Sweden,Natural gas,2015,568.422
233,2610,Iceland,Natural gas,2015,0.0
234,2611,Norway,Natural gas,2015,426.883
235,2612,United Kingdom,Natural gas,2015,37700.1
236,2613,Montenegro,Natural gas,2015,0.0
237,2614,North Macedonia,Natural gas,2015,31.492
238,2615,Albania,Natural gas,2015,11.156
239,2616,Serbia,Natural gas,2015,743.895
240,2617,Turkey,Natural gas,2015,21151.8
241,2618,Bosnia and Herzegovina,Natural gas,2015,131.814
242,2619,Kosovo (under United Nations Security Council Resolution 1244/99),Natural gas,2015,0.0
243,2620,Moldova,Natural gas,2015,353.697
244,2621,Ukraine,Natural gas,2015,13796.6
245,2622,Georgia,Natural gas,2015,1205.06
247,2626,Belgium,Oil and petroleum products,2015,14111.5
248,2627,Bulgaria,Oil and petroleum products,2015,3194.0
249,2628,Czechia,Oil and petroleum products,2015,6420.25
250,2629,Denmark,Oil and petroleum products,2015,5101.48
251,2630,Germany (until 1990 former territory of the FRG),Oil and petroleum products,2015,73037.1
252,2631,Estonia,Oil and petroleum products,2015,965.431
253,2632,Ireland,Oil and petroleum products,2015,5605.36
254,2633,Greece,Oil and petroleum products,2015,8566.95
255,2634,Spain,Oil and petroleum products,2015,36718.3
256,2635,France,Oil and petroleum products,2015,56880.6
257,2636,Croatia,Oil and petroleum products,2015,2629.55
258,2637,Italy,Oil and petroleum products,2015,41171.8
259,2638,Cyprus,Oil and petroleum products,2015,937.759
260,2639,Latvia,Oil and petroleum products,2015,1265.75
261,2640,Lithuania,Oil and petroleum products,2015,1785.67
262,2641,Luxembourg,Oil and petroleum products,2015,2146.49
263,2642,Hungary,Oil and petroleum products,2015,4963.52
264,2643,Malta,Oil and petroleum products,2015,267.006
265,2644,Netherlands,Oil and petroleum products,2015,13711.1
266,2645,Austria,Oil and petroleum products,2015,9068.66
267,2646,Poland,Oil and petroleum products,2015,18645.5
268,2647,Portugal,Oil and petroleum products,2015,6900.08
269,2648,Romania,Oil and petroleum products,2015,6768.39
270,2649,Slovenia,Oil and petroleum products,2015,2140.62
271,2650,Slovakia,Oil and petroleum products,2015,2080.04
272,2651,Finland,Oil and petroleum products,2015,5954.38
273,2652,Sweden,Oil and petroleum products,2015,7897.68
274,2653,Iceland,Oil and petroleum products,2015,545.139
275,2654,Norway,Oil and petroleum products,2015,5998.88
276,2655,United Kingdom,Oil and petroleum products,2015,47759.0
277,2656,Montenegro,Oil and petroleum products,2015,251.301
278,2657,North Macedonia,Oil and petroleum products,2015,854.221
279,2658,Albania,Oil and petroleum products,2015,1103.23
280,2659,Serbia,Oil and petroleum products,2015,2540.68
281,2660,Turkey,Oil and petroleum products,2015,28671.1
282,2661,Bosnia and Herzegovina,Oil and petroleum products,2015,1255.95
283,2662,Kosovo (under United Nations Security Council Resolution 1244/99),Oil and petroleum products,2015,621.419
284,2663,Moldova,Oil and petroleum products,2015,757.67
285,2664,Ukraine,Oil and petroleum products,2015,8726.19
286,2665,Georgia,Oil and petroleum products,2015,1091.43
288,2669,Belgium,Renewables and biofuels	,2015,1669.06
289,2670,Bulgaria,Renewables and biofuels	,2015,1291.91
290,2671,Czechia,Renewables and biofuels	,2015,2833.23
291,2672,Denmark,Renewables and biofuels	,2015,1673.78
292,2673,Germany (until 1990 former territory of the FRG),Renewables and biofuels	,2015,15583.0
293,2674,Estonia,Renewables and biofuels	,2015,488.779
294,2675,Ireland,Renewables and biofuels	,2015,358.828
295,2676,Greece,Renewables and biofuels	,2015,1499.36
296,2677,Spain,Renewables and biofuels	,2015,5737.36
297,2678,France,Renewables and biofuels	,2015,13321.5
298,2679,Croatia,Renewables and biofuels	,2015,1255.37
299,2680,Italy,Renewables and biofuels	,2015,8364.72
300,2681,Cyprus,Renewables and biofuels	,2015,117.142
301,2682,Latvia,Renewables and biofuels	,2015,940.847
302,2683,Lithuania,Renewables and biofuels	,2015,696.704
303,2684,Luxembourg,Renewables and biofuels	,2015,139.229
304,2685,Hungary,Renewables and biofuels	,2015,2176.2
305,2686,Malta,Renewables and biofuels	,2015,13.423
306,2687,Netherlands,Renewables and biofuels	,2015,1297.16
307,2688,Austria,Renewables and biofuels	,2015,4251.9
308,2689,Poland,Renewables and biofuels	,2015,5569.71
309,2690,Portugal,Renewables and biofuels	,2015,2784.45
310,2691,Romania,Renewables and biofuels	,2015,3533.4
311,2692,Slovenia,Renewables and biofuels	,2015,678.866
312,2693,Slovakia,Renewables and biofuels	,2015,635.335
313,2694,Finland,Renewables and biofuels	,2015,5383.24
314,2695,Sweden,Renewables and biofuels	,2015,7548.08
315,2696,Iceland,Renewables and biofuels	,2015,107.634
316,2697,Norway,Renewables and biofuels	,2015,1578.92
317,2698,United Kingdom,Renewables and biofuels	,2015,4748.78
318,2699,Montenegro,Renewables and biofuels	,2015,169.552
319,2700,North Macedonia,Renewables and biofuels	,2015,234.195
320,2701,Albania,Renewables and biofuels	,2015,246.971
321,2702,Serbia,Renewables and biofuels	,2015,1040.96
322,2703,Turkey,Renewables and biofuels	,2015,5673.96
323,2704,Bosnia and Herzegovina,Renewables and biofuels	,2015,500.717
324,2705,Kosovo (under United Nations Security Council Resolution 1244/99),Renewables and biofuels	,2015,263.758
325,2706,Moldova,Renewables and biofuels	,2015,630.905
326,2707,Ukraine,Renewables and biofuels	,2015,1283.0
327,2708,Georgia,Renewables and biofuels	,2015,414.708
329,2712,Belgium,Non-renewable waste,2015,165.303
330,2713,Bulgaria,Non-renewable waste,2015,18.272
331,2714,Czechia,Non-renewable waste,2015,221.553
332,2715,Denmark,Non-renewable waste,2015,19.11
333,2716,Germany (until 1990 former territory of the FRG),Non-renewable waste,2015,1026.22
334,2717,Estonia,Non-renewable waste,2015,18.845
335,2718,Ireland,Non-renewable waste,2015,43.983
336,2719,Greece,Non-renewable waste,2015,64.536
337,2720,Spain,Non-renewable waste,2015,2.412
338,2721,France,Non-renewable waste,2015,402.837
339,2722,Croatia,Non-renewable waste,2015,9.315
340,2723,Italy,Non-renewable waste,2015,268.558
341,2724,Cyprus,Non-renewable waste,2015,12.324
342,2725,Latvia,Non-renewable waste,2015,55.006
343,2726,Lithuania,Non-renewable waste,2015,0.0
344,2727,Luxembourg,Non-renewable waste,2015,13.591
345,2728,Hungary,Non-renewable waste,2015,59.592
346,2729,Malta,Non-renewable waste,2015,0.0
347,2730,Netherlands,Non-renewable waste,2015,35.851
348,2731,Austria,Non-renewable waste,2015,236.925
349,2732,Poland,Non-renewable waste,2015,486.362
350,2733,Portugal,Non-renewable waste,2015,55.866
351,2734,Romania,Non-renewable waste,2015,71.749
352,2735,Slovenia,Non-renewable waste,2015,29.712
353,2736,Slovakia,Non-renewable waste,2015,174.477
354,2737,Finland,Non-renewable waste,2015,48.677
355,2738,Sweden,Non-renewable waste,2015,0.0
356,2739,Iceland,Non-renewable waste,2015,0.0
357,2740,Norway,Non-renewable waste,2015,95.22
358,2741,United Kingdom,Non-renewable waste,2015,112.473
359,2742,Montenegro,Non-renewable waste,2015,0.0
360,2743,North Macedonia,Non-renewable waste,2015,0.0
361,2744,Albania,Non-renewable waste,2015,0.0
362,2745,Serbia,Non-renewable waste,2015,0.502
363,2746,Turkey,Non-renewable waste,2015,0.0
364,2747,Bosnia and Herzegovina,Non-renewable waste,2015,0.0
365,2748,Kosovo (under United Nations Security Council Resolution 1244/99),Non-renewable waste,2015,0.0
366,2749,Moldova,Non-renewable waste,2015,0.0
367,2750,Ukraine,Non-renewable waste,2015,0.0
368,2751,Georgia,Non-renewable waste,2015,0.0
370,2755,Belgium,Electricity,2015,
371,2756,Bulgaria,Electricity,2015,
372,2757,Czechia,Electricity,2015,
373,2758,Denmark,Electricity,2015,
374,2759,Germany (until 1990 former territory of the FRG),Electricity,2015,
375,2760,Estonia,Electricity,2015,
376,2761,Ireland,Electricity,2015,
377,2762,Greece,Electricity,2015,
378,2763,Spain,Electricity,2015,
379,2764,France,Electricity,2015,
380,2765,Croatia,Electricity,2015,
381,2766,Italy,Electricity,2015,
382,2767,Cyprus,Electricity,2015,
383,2768,Latvia,Electricity,2015,
384,2769,Lithuania,Electricity,2015,
385,2770,Luxembourg,Electricity,2015,
386,2771,Hungary,Electricity,2015,
387,2772,Malta,Electricity,2015,
388,2773,Netherlands,Electricity,2015,
389,2774,Austria,Electricity,2015,
390,2775,Poland,Electricity,2015,
391,2776,Portugal,Electricity,2015,
392,2777,Romania,Electricity,2015,
393,2778,Slovenia,Electricity,2015,
394,2779,Slovakia,Electricity,2015,
395,2780,Finland,Electricity,2015,
396,2781,Sweden,Electricity,2015,
397,2782,Iceland,Electricity,2015,
398,2783,Norway,Electricity,2015,
399,2784,United Kingdom,Electricity,2015,
400,2785,Montenegro,Electricity,2015,
401,2786,North Macedonia,Electricity,2015,
402,2787,Albania,Electricity,2015,
403,2788,Serbia,Electricity,2015,
404,2789,Turkey,Electricity,2015,
405,2790,Bosnia and Herzegovina,Electricity,2015,
406,2791,Kosovo (under United Nations Security Council Resolution 1244/99),Electricity,2015,
407,2792,Moldova,Electricity,2015,
408,2793,Ukraine,Electricity,2015,
409,2794,Georgia,Electricity,2015,
411,2798,Belgium,Heat,2015,511.866
412,2799,Bulgaria,Heat,2015,817.976
413,2800,Czechia,Heat,2015,2030.98
414,2801,Denmark,Heat,2015,2464.19
415,2802,Germany (until 1990 former territory of the FRG),Heat,2015,9528.83
416,2803,Estonia,Heat,2015,430.615
417,2804,Ireland,Heat,2015,0.0
418,2805,Greece,Heat,2015,49.99
419,2806,Spain,Heat,2015,0.0
420,2807,France,Heat,2015,3315.89
421,2808,Croatia,Heat,2015,212.0
422,2809,Italy,Heat,2015,3851.37
423,2810,Cyprus,Heat,2015,1.218
424,2811,Latvia,Heat,2015,503.989
425,2812,Lithuania,Heat,2015,798.39
426,2813,Luxembourg,Heat,2015,51.288
427,2814,Hungary,Heat,2015,984.881
428,2815,Malta,Heat,2015,0.143
429,2816,Netherlands,Heat,2015,2263.04
430,2817,Austria,Heat,2015,1660.36
431,2818,Poland,Heat,2015,5462.26
432,2819,Portugal,Heat,2015,243.647
433,2820,Romania,Heat,2015,1273.41
434,2821,Slovenia,Heat,2015,169.222
435,2822,Slovakia,Heat,2015,632.249
436,2823,Finland,Heat,2015,3830.49
437,2824,Sweden,Heat,2015,4192.7
438,2825,Iceland,Heat,2015,600.697
439,2826,Norway,Heat,2015,428.585
440,2827,United Kingdom,Heat,2015,1236.46
441,2828,Montenegro,Heat,2015,0.0
442,2829,North Macedonia,Heat,2015,46.073
443,2830,Albania,Heat,2015,0.0
444,2831,Serbia,Heat,2015,716.251
445,2832,Turkey,Heat,2015,991.115
446,2833,Bosnia and Herzegovina,Heat,2015,124.152
447,2834,Kosovo (under United Nations Security Council Resolution 1244/99),Heat,2015,9.506
448,2835,Moldova,Heat,2015,202.302
449,2836,Ukraine,Heat,2015,7528.69
450,2837,Georgia,Heat,2015,0.0
452,2841,Belgium,Total,2016,33384.4
453,2842,Bulgaria,Total,2016,9517.95
454,2843,Czechia,Total,2016,23690.6
455,2844,Denmark,Total,2016,13791.5
456,2845,Germany (until 1990 former territory of the FRG),Total,2016,203606.0
457,2846,Estonia,Total,2016,2794.4
458,2847,Ireland,Total,2016,10869.2
459,2848,Greece,Total,2016,15879.2
460,2849,Spain,Total,2016,77961.5
461,2850,France,Total,2016,143643.0
462,2851,Croatia,Total,2016,6531.67
463,2852,Italy,Total,2016,111555.0
464,2853,Cyprus,Total,2016,1490.61
465,2854,Latvia,Total,2016,3697.44
466,2855,Lithuania,Total,2016,5003.21
467,2856,Luxembourg,Total,2016,3538.28
468,2857,Hungary,Total,2016,17306.3
469,2858,Malta,Total,2016,458.759
470,2859,Netherlands,Total,2016,44661.7
471,2860,Austria,Total,2016,26095.9
472,2861,Poland,Total,2016,65136.4
473,2862,Portugal,Total,2016,15640.7
474,2863,Romania,Total,2016,21935.2
475,2864,Slovenia,Total,2016,4893.66
476,2865,Slovakia,Total,2016,9225.74
477,2866,Finland,Total,2016,24011.2
478,2867,Sweden,Total,2016,32037.7
479,2868,Iceland,Total,2016,2801.37
480,2869,Norway,Total,2016,18968.7
481,2870,United Kingdom,Total,2016,121886.0
482,2871,Montenegro,Total,2016,688.761
483,2872,North Macedonia,Total,2016,1847.73
484,2873,Albania,Total,2016,1900.34
485,2874,Serbia,Total,2016,8206.43
486,2875,Turkey,Total,2016,90318.1
487,2876,Bosnia and Herzegovina,Total,2016,3543.93
488,2877,Kosovo (under United Nations Security Council Resolution 1244/99),Total,2016,1433.04
489,2878,Moldova,Total,2016,2457.92
490,2879,Ukraine,Total,2016,48826.2
491,2880,Georgia,Total,2016,4096.82
493,2884,Belgium,Solid fossil fuels,2016,512.642
494,2885,Bulgaria,Solid fossil fuels,2016,334.105
495,2886,Czechia,Solid fossil fuels,2016,1558.07
496,2887,Denmark,Solid fossil fuels,2016,121.882
497,2888,Germany (until 1990 former territory of the FRG),Solid fossil fuels,2016,4630.14
498,2889,Estonia,Solid fossil fuels,2016,17.509
499,2890,Ireland,Solid fossil fuels,2016,299.859
500,2891,Greece,Solid fossil fuels,2016,198.611
501,2892,Spain,Solid fossil fuels,2016,407.208
502,2893,France,Solid fossil fuels,2016,1093.68
503,2894,Croatia,Solid fossil fuels,2016,66.927
504,2895,Italy,Solid fossil fuels,2016,688.034
505,2896,Cyprus,Solid fossil fuels,2016,0.0
506,2897,Latvia,Solid fossil fuels,2016,35.214
507,2898,Lithuania,Solid fossil fuels,2016,157.535
508,2899,Luxembourg,Solid fossil fuels,2016,52.384
509,2900,Hungary,Solid fossil fuels,2016,200.345
510,2901,Malta,Solid fossil fuels,2016,0.0
511,2902,Netherlands,Solid fossil fuels,2016,90.445
512,2903,Austria,Solid fossil fuels,2016,360.998
513,2904,Poland,Solid fossil fuels,2016,11095.6
514,2905,Portugal,Solid fossil fuels,2016,12.716
515,2906,Romania,Solid fossil fuels,2016,729.221
516,2907,Slovenia,Solid fossil fuels,2016,36.269
517,2908,Slovakia,Solid fossil fuels,2016,371.568
518,2909,Finland,Solid fossil fuels,2016,138.803
519,2910,Sweden,Solid fossil fuels,2016,372.265
520,2911,Iceland,Solid fossil fuels,2016,0.0
521,2912,Norway,Solid fossil fuels,2016,521.233
522,2913,United Kingdom,Solid fossil fuels,2016,2042.87
523,2914,Montenegro,Solid fossil fuels,2016,12.459
524,2915,North Macedonia,Solid fossil fuels,2016,128.18
525,2916,Albania,Solid fossil fuels,2016,50.729
526,2917,Serbia,Solid fossil fuels,2016,635.233
527,2918,Turkey,Solid fossil fuels,2016,11949.2
528,2919,Bosnia and Herzegovina,Solid fossil fuels,2016,274.975
529,2920,Kosovo (under United Nations Security Council Resolution 1244/99),Solid fossil fuels,2016,99.654
530,2921,Moldova,Solid fossil fuels,2016,69.414
531,2922,Ukraine,Solid fossil fuels,2016,3480.37
532,2923,Georgia,Solid fossil fuels,2016,250.28
534,2927,Belgium,Manufactured gases,2016,163.392
535,2928,Bulgaria,Manufactured gases,2016,0.0
536,2929,Czechia,Manufactured gases,2016,303.92
537,2930,Denmark,Manufactured gases,2016,0.0
538,2931,Germany (until 1990 former territory of the FRG),Manufactured gases,2016,2234.9
539,2932,Estonia,Manufactured gases,2016,0.0
540,2933,Ireland,Manufactured gases,2016,0.0
541,2934,Greece,Manufactured gases,2016,0.0
542,2935,Spain,Manufactured gases,2016,96.126
543,2936,France,Manufactured gases,2016,0.0
544,2937,Croatia,Manufactured gases,2016,0.0
545,2938,Italy,Manufactured gases,2016,234.704
546,2939,Cyprus,Manufactured gases,2016,0.0
547,2940,Latvia,Manufactured gases,2016,0.0
548,2941,Lithuania,Manufactured gases,2016,0.0
549,2942,Luxembourg,Manufactured gases,2016,0.0
550,2943,Hungary,Manufactured gases,2016,32.158
551,2944,Malta,Manufactured gases,2016,0.0
552,2945,Netherlands,Manufactured gases,2016,462.863
553,2946,Austria,Manufactured gases,2016,99.954
